id,text,url,llama,entity_presence,svm_1,gemini-flash_faiss_loc,gemini-flash_faiss,gemini-flash_faiss_country
00070.jsonl.gz-8676328,"White chalk cliffs on the island of Ruegen, Germany Royalty Free Stock Photos",https://thumbs.dreamstime.com/t/white-chalk-cliffs-island-ruegen-germany-blue-sea-which-german-famous-62307638.jpg,germany,yes,1.0,,['no'],germany
00069.jsonl.gz-3196441,"[GERMANY.BAYER 00679]  'Port of Lindau.'  Calling Lindau the 'Venice of Bavaria' is overstated, allthough indeed it's situated on an island. The other slogan fits better: 'The Happy End of Germany'. Waterside terraces overlook the port. Photo Paul Smit.",https://photos.smugmug.com/Features/Europe/Germany/Bodensee-Lake-Constance/i-Ds9ZHN5/1/4cf78146/M/679-bodensee-M.jpg,germany,yes,1.0,,['no'],germany
00002.jsonl.gz-11939985,Landscape And Ocean At Hiddensee Island,https://static1.bigstockphoto.com/thumbs/9/1/1/large2/119216576.jpg,germany,yes,1.0,,['no'],germany
00006.jsonl.gz-11073094,Images Germany Moritzburg Castle castle Lake Island From above Cities Castles,https://s1.1zoom.me/big0/852/Germany_Castles_Lake_Island_Moritzburg_Castle_From_602233_1280x831.jpg,germany,yes,1.0,,['no'],germany
00073.jsonl.gz-2493139,"Coastal Landscape at Kap Arkona on Ruegen Island at baltic Sea, Mecklenburg Western Pomerania, Germany",https://static2.bigstockphoto.com/thumbs/0/4/1/large2/140179271.jpg,germany,yes,1.0,,['no'],germany
00014.jsonl.gz-5546685,"Chalk Cliffs, Jasmund National Park, Ruegen Island (Rugen Island) Photographic Print by Jochen Schlenker",https://cache2.allpostersimages.com/p/MED/76/7635/IPFG300Z/posters/jochen-schlenker-chalk-cliffs-jasmund-national-park-ruegen-island-rugen-island.jpg,germany,yes,1.0,,['no'],germany
00006.jsonl.gz-2632702,"Juist, a remote German island in the North sea",https://d.ibtimes.co.uk/en/full/1401062/juist-remote-german-island-north-sea.jpg?w=350,germany,yes,1.0,,['no'],germany
00076.jsonl.gz-3350886,"Coastal Landscape at Kap Arkona on Ruegen Island at baltic Sea, Mecklenburg Western Pomerania, Germany",https://static1.bigstockphoto.com/thumbs/0/4/1/large2/140189726.jpg,germany,yes,1.0,,['no'],germany
00002.jsonl.gz-6288914,Rügen - the Baltic Treasure Island | Check-in,https://i.ytimg.com/vi/tjjBsydqdcE/0.jpg,germany,yes,1.0,,['no'],germany
00020.jsonl.gz-2233610,Chalk cliffs on the island of Rügen. Sunshine in autumn mood with clouds at blue sky and old tree trunk at nature beach in Jasmund National Park - Stock Photo,https://l450v.alamy.com/450v/R8FGJW/chalk-cliffs-on-the-island-of-rgen-sunshine-in-autumn-mood-with-clouds-at-blue-sky-and-old-tree-trunk-at-nature-beach-in-jasmund-national-park-R8FGJW.jpg,germany,yes,1.0,,['no'],germany
00064.jsonl.gz-9839260,The island of Helgoland in the North Sea to the port area on Helgoland in Schleswig-Holstein.,https://www.aerialphotosearch.com/photo/search/aerial-photos-helgoland-308706.jpg,germany,yes,1.0,,['no'],germany
00010.jsonl.gz-10439919,"Coastal area Hoernum-Odde - Island in Hoernum (Sylt) in the state Schleswig-Holstein, Germany",https://www.aerialphotosearch.com/photo/search/aerial-photos-hoernum-sylt-456989.jpg,germany,yes,1.0,,['no'],germany
00016.jsonl.gz-10919325,An aerial view of the East Frisian Island Spiekeroog is pictured at the national park Lower Saxony's Mud Flats near - Stock Photo,https://l450v.alamy.com/450v/db9c71/an-aerial-view-of-the-east-frisian-island-spiekeroog-is-pictured-at-db9c71.jpg,germany,yes,1.0,,['no'],germany
00073.jsonl.gz-8593596,the high sea island Helgoland in the North Sea from above,https://image.shutterstock.com/image-photo/high-sea-island-helgoland-north-260nw-1478007599.jpg,germany,yes,1.0,,['no'],germany
00001.jsonl.gz-10447880,"Beach and villas in Baltic resort Binz, Island Ruegen, Baltic Sea coast, Mecklenburg-Western Pomerania, Northern Germany, Germany, Europe",https://media02.stockfood.com/thumbs/170/71130159.jpg,germany,yes,1.0,,['no'],germany
00068.jsonl.gz-5456382,"Coast of Helgoland, a german island in the North Sea Stock Photo - 16916594",https://us.123rf.com/450wm/estike/estike1212/estike121200017/16916594-coast-of-helgoland-a-german-island-in-the-north-sea.jpg?ver=6,germany,yes,1.0,,['no'],germany
00013.jsonl.gz-14180451,"Aerial view, place Norderney, West Island, Wadden Sea, aerial view, Norderney, North Sea, North Sea island, East - Stock Photo",https://l450v.alamy.com/450v/fe89ft/aerial-view-place-norderney-west-island-wadden-sea-aerial-view-norderney-fe89ft.jpg,germany,yes,1.0,,['no'],germany
00068.jsonl.gz-2408229,View over the northern beach of Heligoland to the neighbouring island D�ne. photo,https://us.123rf.com/450wm/dirkr/dirkr1110/dirkr111000033/10883085-view-over-the-northern-beach-of-heligoland-to-the-neighbouring-island-d-ne.jpg,germany,yes,1.0,,['no'],germany
00007.jsonl.gz-3122888,"Lindau, Germany - August 6: famous harbor with sailboats at the historic island of Lindau am Bodensee on August 6, 2020",https://image.shutterstock.com/image-photo/lindau-germany-august-6-famous-260nw-1794362545.jpg,germany,yes,1.0,,['no'],germany
00022.jsonl.gz-1905836,"Sailboat in front of the bell tower of Frauenwörth Abbey, Frauenchiemsee Island, Lake Chiemsee, Chiemgau, Upper - Stock Photo",https://l450v.alamy.com/450v/e6k4wf/sailboat-in-front-of-the-bell-tower-of-frauenwrth-abbey-frauenchiemsee-e6k4wf.jpg,germany,yes,1.0,,['no'],germany
00008.jsonl.gz-12502116,"Private Sightseeing Tour 1,5 hours Lindau Island Lake Constance",https://media.tacdn.com/media/attractions-splice-spp-674x446/06/e5/ba/79.jpg,germany,yes,1.0,,['no'],germany
00066.jsonl.gz-16245779,"Aerial view of Mrs. Island, Alps, Gstadt and Chiemsee at Chiemgau, Bavaria, Germany",https://media01.stockfood.com/thumbs/170/10288814.jpg,germany,yes,1.0,,['no'],germany
00072.jsonl.gz-15112682,"Angthong marine park near koh Samui, Thailand. Beautiful tropical island panoramic view with blue sky and water, exotic thai nature. Famous travel destination",https://static2.bigstockphoto.com/thumbs/8/4/4/large2/44818741.jpg,thailand,yes,1.0,,['no'],thailand
00064.jsonl.gz-8881200,longboats-in-tup-island-thailand,https://xdaysiny.com/wp-content/uploads/2014/07/Longboats-in-Tup-Island-Thailand-576x433.jpg,thailand,yes,1.0,,['no'],thailand
00079.jsonl.gz-14339469,Tourist group arrive at Koh Hin Ngam island in Thailand,https://static.zoonar.com/img/www_repository7/2f/7d/b5/10_1a954ea10e84bb9004003538c471c0b2.jpg,thailand,yes,1.0,,['no'],thailand
00018.jsonl.gz-2362186,"phi phi island day trip, getting to phi phi island",https://i0.wp.com/elviraedison.com/wp-content/uploads/2019/06/A-Day-Trip-To-Phi-Phi-Island.jpg?resize=900%2C450&ssl=1,thailand,yes,1.0,,['no'],thailand
00076.jsonl.gz-4350243,"Full-Day Samui Island Cruise, Koh Samui, Day Cruises",http://cache-graphicslib.viator.com/graphicslib/thumbs210x118/9176/SITours/full-day-samui-island-cruise-in-ko-samui-247870.jpg,thailand,yes,1.0,,['no'],thailand
00075.jsonl.gz-6661785,james bond island wallpaper free beautiful wallpaper,https://i.pinimg.com/originals/17/96/3e/17963e83e54ef1a94f734694ea58dd48.jpg,thailand,yes,1.0,,['no'],thailand
00018.jsonl.gz-5929906,exciting tour of Phi Phi Island,https://assets.traveltriangle.com/blog/wp-content/uploads/2019/03/IMG-20190304-WA0102.jpg,thailand,yes,1.0,,['no'],thailand
00073.jsonl.gz-12397449,"4 island tour krabi, 4 island tour krabi, krabi island tour, phi phi island tour from krabi, krabi tour package, day tour krabi, four island tour krabi review, phuket to krabi tour",https://i0.wp.com/thenorthernboy.com/wp-content/uploads/2019/02/4-island-krabi-tour-package.jpeg?resize=800%2C448&,thailand,yes,1.0,,['no'],thailand
00074.jsonl.gz-12962668,A SCUBA diving boat near Nangyuan Island.,http://www.wolffchronicles.com/wp-content/uploads/2014/08/20140824-02-300x211.jpg,thailand,yes,1.0,,['no'],thailand
00015.jsonl.gz-5917077,"Raya resort viewpoint and sign, Raya island, Thailand",https://m.psecn.photoshelter.com/img-get2/I0000UKLrfXSCg24/fit=/fill=180x180/g=G0000kfm.NPFLGPk/I0000UKLrfXSCg24.jpg,thailand,yes,1.0,,['no'],thailand
00017.jsonl.gz-1054398,"Tropical Idyllic Ocean and Boat on Koh lan Island in vacation time. Koh lan island is the Famous island near Pattaya city the Travel Destination in Thailand,Thailand holiday concept",https://us.123rf.com/450wm/sumethanu/sumethanu1910/sumethanu191000232/132079751-tropical-idyllic-ocean-and-boat-on-koh-lan-island-in-vacation-time-koh-lan-island-is-the-famous-isla.jpg?ver=6,thailand,yes,1.0,,['no'],thailand
00066.jsonl.gz-11701264,5-Day Trip In The Phuket Island,https://experitour.com/wp-content/uploads/2019/06/9-2-450x257.jpg,thailand,yes,1.0,,['no'],thailand
00084.jsonl.gz-1008444,4 Island Tour by Longtail Boat from Krabi,https://media.tacdn.com/media/attractions-splice-spp-674x446/0a/2f/4c/5c.jpg,thailand,yes,1.0,,['no'],thailand
00018.jsonl.gz-10073147,"Thinking of an island getaway in Thailand? The Naka Island Resort, just off the Phuket coast, makes for a great luxury stay. #thailand #phuket #beachresort #luxurystay #oceanvilla",https://i1.wp.com/zestinatote.com/wp-content/uploads/2018/11/NakaLuxuryResort.png?resize=300%2C450&ssl=1,thailand,yes,1.0,,['no'],thailand
00065.jsonl.gz-14250162,"Beautiful Caucasian Woman On Wooden Swing Tied To A Tree With Ropes, Enjoying Herself On A Tropical Beach In Thailand, Koh Phangan Stock Photo 252073330 : Shutterstock #thailand #stockphoto #thailandphoto #stockimage #thailandstock #island",https://i.pinimg.com/736x/ae/71/5b/ae715b0bdc839a67b740fd6887192d03--wooden-swings-ropes.jpg,thailand,yes,1.0,,['no'],thailand
00086.jsonl.gz-990359,High Angle View Phuket Island And Harbor Located In Phuket Thailand Aerial View Drone Top Down Amazi,https://static3.bigstockphoto.com/9/2/4/large2/429340988.jpg,thailand,yes,1.0,,['no'],thailand
00067.jsonl.gz-13970468,"EAM0T4 Travel island and green lake at Ratchaprapha Dam in Khao Sok National Park, Surat Thani Province, Thailand ( Guilin of Thailand",https://i.dailymail.co.uk/i/pix/2015/03/15/2681846400000578-0-image-m-14_1426431030842.jpg,thailand,yes,1.0,,['no'],thailand
00078.jsonl.gz-6912094,4k video of 2 small island in tropical andaman sea stock footage,https://thumbs.dreamstime.com/t/k-video-small-island-tropical-andaman-sea-beautiful-tropical-island-beautiful-sea-sand-wave-phuket-k-video-small-147222465.jpg,india,yes,1.0,,['no'],thailand
00071.jsonl.gz-9312496,"Viewpoint, tropical island, Phuket, time lapse Stock Footage",https://images.pond5.com/viewpoint-tropical-island-phuket-time-footage-069999841_iconm.jpeg,thailand,yes,1.0,,['no'],thailand
00070.jsonl.gz-14806560,"The Village Coconut Island Beach Resort - Hotels and Accommodation in Thailand, Asia",http://pix0.agoda.net/hotelimages/108/108590/108590_16012217160039339164.jpg?s=,thailand,yes,1.0,,['no'],thailand
00077.jsonl.gz-4891328,Phuket-One-Day-Trip-Krabi-5-Islands-Yao-Island-by-speedboat-5,https://www.phuketdreamcompany.asia/wp-content/uploads/2018/06/Phuket-One-Day-Trip-Krabi-5-Islands-Yao-Island-by-speedboat-5.jpg,thailand,yes,1.0,,['no'],thailand
00007.jsonl.gz-8825663,"Traditional longtail wood boats in Lipe island locate on Stun province, Thailand - stock photo",https://thumb1.shutterstock.com/image-photo/stock-photo-traditional-longtail-wood-boats-in-lipe-island-locate-on-stun-province-thailand-450w-413352820.jpg,thailand,yes,1.0,,['no'],thailand
00013.jsonl.gz-1814396,"View point at Donald Duck Bay at Ko Similan Island in Similans national park, Thailand",https://static4.bigstockphoto.com/thumbs/3/5/6/small2/65381074.jpg,thailand,yes,1.0,,['no'],thailand
00007.jsonl.gz-5238096,"FAKE!!..there is no Castle as in picture. This island in South of Thailand, it is James Bond island or Tapu Island or in Thai meaning Crab's eye island, since it shape like the eye of crab. Amazing Snaps: Stunning Castle in Dublin, Ireland......  How come? make this kind of mistake!!",https://i.pinimg.com/236x/29/40/52/2940522fcda4dfae7e140ba138b59cf8.jpg,united kingdom,yes,1.0,,['no'],thailand
00073.jsonl.gz-3957020,Hong Island Tour by Longtail Boat with Snorkeling and Optional Kayaking,https://cache-graphicslib.viator.com/graphicslib/thumbs674x446/9574/SITours/hong-island-tour-by-longtail-boat-with-snorkeling-and-optional-in-krabi-noi-221748.jpg,thailand,yes,1.0,,['no'],thailand
00007.jsonl.gz-14569944,"Aerial drone bird's eye view photo of beautiful and picturesque colorful traditional fishing village of Assos in island of Cefalonia, Ionian, Greece",https://t4.ftcdn.net/jpg/02/83/40/59/240_F_283405913_rPjBLYd6csN4sXJYyouNYuiLJev8cKMJ.jpg,greece,yes,1.0,,['no'],greece
00012.jsonl.gz-6034815,View of beautiful Navagio Beach - shipwreck beach on Zakynthos Island in Greece - stock photo,https://thumb101.shutterstock.com/image-photo/stock-photo-view-of-beautiful-navagio-beach-shipwreck-beach-on-zakynthos-island-in-greece-450w-356913593.jpg,greece,yes,1.0,,['no'],greece
00081.jsonl.gz-7309764,"Balos Beach, Crete Island, Greece royalty free stock photo",https://thumbs.dreamstime.com/b/crete-travel-attraction-cruise-balos-beach-lagoon-view-mountains-tourist-cruises-island-greece-63446245.jpg,greece,yes,1.0,,['no'],greece
00072.jsonl.gz-240071,"Aerial drone photo of safe small fjord harbour near bay of Panormos a popular yacht and sail boat anchorage with calm sea covered with pine trees, Skopelos island, Sporades, Greece",https://image.shutterstock.com/image-photo/aerial-drone-photo-safe-small-260nw-1787707052.jpg,greece,yes,1.0,,['no'],greece
00069.jsonl.gz-9823952,"The Small Village Of Vourkari On The Island Of Tzia, Kea, Greece, With Moored Yachts And Sailboats In The Marina",https://as2.ftcdn.net/jpg/03/78/10/85/220_F_378108519_4if0G5TepTHlvI3I2l1TDCa3B4nhSFoN.jpg,greece,yes,1.0,,['no'],greece
00007.jsonl.gz-8007569,Old Port in the village Oia on Santorini island in the Aegean Sea. Greece.,https://static1.bigstockphoto.com/thumbs/1/3/1/large2/131659466.jpg,greece,no,1.0,,['no'],greece
00013.jsonl.gz-7630541,"Greece, island Antipaxos, blue lagoon, beach, sailboats, outside, summer, Ionian islands, Corfu, sea, Paxos, sandy - Stock Photo",https://l450v.alamy.com/450v/H3XYXT/greece-island-antipaxos-blue-lagoon-beach-sailboats-outside-summer-H3XYXT.jpg,greece,yes,1.0,,['no'],greece
00070.jsonl.gz-16048402,Molyvos Town In Lesvos Island Bath Towel,https://render.fineartamerica.com/images/rendered/search/flat/bath-towel/images-medium-5/6-molyvos-town-in-lesvos-island-george-atsametakis.jpg?&targetx=0&targety=-77&imagewidth=951&imageheight=630&modelwidth=952&modelheight=476&backgroundcolor=1A69B5&orientation=1&producttype=bathtowel-32-64,greece,yes,1.0,,['no'],greece
00085.jsonl.gz-7663538,"Sunset, village of Firostefani, island of Santorini, the Cyclades, Greece",https://m.psecn.photoshelter.com/img-get2/I0000ombDPpebT8o/fill=/fit=200x200/I0000ombDPpebT8o.jpg,greece,yes,1.0,,['no'],greece
00064.jsonl.gz-16588541,Greece. Breathtaking beautiful landscape of two fishing boats anchored to quay in fascinating blue water at the amazing old port panorama in Oia Ia village on Santorini Greek island in Aegean sea.,https://media.istockphoto.com/photos/greece-breathtaking-beautiful-landscape-of-two-fishing-boats-anchored-picture-id889040858?b=1&k=6&m=889040858&s=170x170&h=XPAa1bKGR2FnZo1ti_ForfUIYcXRrY5m4dD0KtMMmEg=,greece,yes,1.0,,['no'],greece
00023.jsonl.gz-8855524,Navagio beach with shipwreck on Zakynthos island in Greece HD Sublimation Metal print with Decorating Float Frame (BOX),https://www2.pictorem.com/uploads/sublim/3/sublim3_59507.jpg,greece,yes,1.0,,['no'],greece
00069.jsonl.gz-1713535,"Island of Crete, Greece.JPG",https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Island_of_Crete%2C_Greece.JPG/260px-Island_of_Crete%2C_Greece.JPG,greece,yes,1.0,,['no'],greece
00002.jsonl.gz-13536423,"Aerial over main city on Lefkada Island, Greece. Stock Footage",https://images.pond5.com/aerial-over-main-city-lefkada-footage-079416445_iconm.jpeg,greece,yes,1.0,,['no'],greece
00011.jsonl.gz-4814813,"Beautiful beach with turquoise water and cliffs. Crete island, Greece. - stock photo",https://thumb7.shutterstock.com/image-photo/stock-photo-beautiful-beach-with-turquoise-water-and-cliffs-crete-island-greece-450w-357434795.jpg,greece,yes,1.0,,['no'],greece
00079.jsonl.gz-16135753,Skiathos island in Greece,https://static1.bigstockphoto.com/4/7/4/large2/47453029.jpg,greece,yes,1.0,,['no'],greece
00009.jsonl.gz-6888795,St. Pauls Church is located in Lindos an archeological site on the island of Rhodes Greece.,"https://media.architecturaldigest.com/photos/563a8b80a6f997a353b89132/master/w_400,c_limit/ten-of-the-most-beautiful-chapels-in-europe-01.jpg",greece,no,1.0,,['no'],greece
00082.jsonl.gz-7339544,"Sea Shore Of The Island Moni, Saronida, Greece",https://static1.bigstockphoto.com/thumbs/3/0/1/large2/103820690.jpg,greece,yes,1.0,,['no'],greece
00085.jsonl.gz-9703182,sea beach in milos island ... | Shutterstock . vector #674178625,https://thumb7.shutterstock.com/image-photo/redirected-150nw-674178625.jpg,greece,yes,1.0,,['no'],greece
00078.jsonl.gz-11671067,Wall Mural - Greece siros island panoramic view,https://t4.ftcdn.net/jpg/00/51/05/01/240_F_51050154_sN3KE69IpSXdBvJRJIpx2vgF1rd4izhR.jpg,greece,yes,1.0,,['no'],greece
00067.jsonl.gz-11158464,"View on city of Aghia Galini on Crete island, Greece. Aghia Galini is a small beautiful fishing town in south part of Crete island Royalty Free Stock Photo",https://thumbs.dreamstime.com/t/view-city-aghia-galini-crete-island-greece-aghia-galini-small-beautiful-fishing-town-south-part-crete-island-85795155.jpg,greece,yes,1.0,,['no'],greece
00007.jsonl.gz-12021030,Panteli bay and village view from above on Leros island Greece shutterstock_421705927,https://www.triptailorsgreece.com/wp-content/uploads/elementor/thumbs/Panteli-bay-and-village-view-from-above-on-Leros-island-Greece-shutterstock_421705927-p59s3yk4wwloq65jxw4b30glqll0u0h3al3zrx3qs8.jpg,greece,yes,1.0,,['no'],greece
00011.jsonl.gz-778678,"Navagio beach, Zakynthos island, Greece. Two tourist boats leaving Shipwreck bay with turquoise water and white sand beach. Famous landmark location in Greece",https://dm0qx8t0i9gc9.cloudfront.net/thumbnails/image/rDtN98Qoishumwih/storyblocks-navagio-beach-zakynthos-island-greece-two-tourist-boats-leaving-shipwreck-bay-with-turquoise-water-and-white-sand-beach-famous-landmark-location-in-greece_Hdfo5CBvBQ_thumb.jpg,greece,yes,1.0,,['no'],greece
00073.jsonl.gz-17999387,One of the most well known beaches in Greek island Thasos or Thassos town down aerial view - Stock Image,https://c8.alamy.com/zooms/6/a6b167a3abfc435cab69411e25a6c16a/rkred0.jpg,greece,yes,1.0,,['no'],greece
00069.jsonl.gz-10901868,the old port of Spetses island in Greece - stock photo,https://thumb7.shutterstock.com/image-photo/stock-photo-the-old-port-of-spetses-island-in-greece-450w-271122731.jpg,greece,yes,1.0,,['no'],greece
00007.jsonl.gz-12319928,Marble Beach from Thasos island in Greece Stock Footage,https://images.pond5.com/marble-beach-thasos-island-greece-footage-030674596_iconm.jpeg,greece,yes,1.0,,['no'],greece
00014.jsonl.gz-17242348,"France, Vendee, Yeu island, Port Joinville (aerial view)",https://media02.stockfood.com/thumbs/170/71317717.jpg,france,yes,1.0,,['no'],france
00003.jsonl.gz-10557725,devils island cover # 2,https://marklukensbooks.files.wordpress.com/2015/08/devils-island-cover-2.jpg?w=133&,france,no,1.0,,['no'],france
00078.jsonl.gz-9142095,"Terence Clarke, Original oil painting on canvas, Island Pines near La Ciotat",https://www.yorkfinearts.co.uk/Art/terence-clarke-TECL02-nf.jpg,france,yes,1.0,,['no'],france
00001.jsonl.gz-12628583,Cliffs on the rugged coastline near the town of Bonifacio on the Mediterranean island of Corsica,https://www.robertharding.com/watermark.php?type=preview&im=RF/RH_RF/HORIZONTAL/785-2353,france,yes,1.0,,['no'],france
00082.jsonl.gz-7246470,"Aerial photo of M/V Nautilus Undersea at Clipperton Island.  Clipperton Island, a minor territory of France also known as Ile de la Passion, is a small (2.3 sq mi) but  spectacular coral atoll in the eastern Pacific. By permit HC / 1485 / CAB (France)",http://www.oceanlight.com/photo/m-v-nautilus-undersea-clipperton-island-aerial-photo-32875.jpg,france,yes,1.0,,['no'],france
00004.jsonl.gz-1541302,Sofitel Bora Bora Private Island Wow is,https://i.pinimg.com/originals/4d/f4/1e/4df41e2dde06942226469e35cd4ca412.jpg,french polynesia,yes,1.0,,['no'],france
00011.jsonl.gz-12640188,Water Sea Blue Sky Cloud - Sky Scenics - Nature Island Nature Day Land Beauty In Nature Travel Destinations No People Lagoon Tranquil Scene Travel Tranquility Horizon Over Water Beach Turquoise Colored Outdoors Tahiti,https://cdn3.eyeem.com/thumb/457e72119222f7948995cb3d726e07e8d29d1541-1554823720834/w/1280,fiji,yes,1.0,,['no'],france
00007.jsonl.gz-13120599,"The Caribbean beach , Martinique island, French West Indies",https://static3.bigstockphoto.com/1/2/2/large2/221280808.jpg,martinique,yes,1.0,,['no'],france
00015.jsonl.gz-4249308,"The palm trees on Caribbean beach, Martinique island, French West Indies.",https://static3.bigstockphoto.com/1/2/2/large2/221111845.jpg,martinique,yes,1.0,,['no'],france
00068.jsonl.gz-10737252,Aerial view of Moorea island and its shallow lagoon surrounded by the island's vertical mountains.,https://m.psecn.photoshelter.com/img-get2/I00008iUX0NOlkOA/fit=1000x750/offsetselection-P-58.jpg,french polynesia,yes,1.0,,['no'],france
00010.jsonl.gz-6536868,"Lagoon with a island, Tahiti Polynesia Stock Footage",https://images.pond5.com/lagoon-island-tahiti-polynesia-footage-080117248_iconm.jpeg,french polynesia,yes,1.0,,['no'],france
