id,text,url,entity_presence,llama,svm_1,id_new,gemini-flash_faiss_loc,gemini-flash_faiss,gemini-flash_faiss_country
16771,"Canyon Lake, Thailand",https://i.pinimg.com/236x/f2/70/f4/f270f4100247b19a0ebfafda4c3a9c74--southeast-asia-wanna.jpg,yes,thailand,1.0,15467,thailand,"['bangkok', 'kingdom of thailand', 'asia', 'thai chang', 'bangkok yai', 'thai nam', 'thai ko', 'koréa', 'china', 'chiná']",thailand
17543,"Canoeing on Cheo Lan lake in Khao Sok National park, Thailand Stock Photography",https://thumbs.dreamstime.com/t/canoeing-cheo-lan-lake-khao-sok-national-park-thailand-floating-hotel-84916212.jpg,yes,thailand,1.0,16185,thailand,"['bangkok', 'kingdom of thailand', 'asia', 'thai chang', 'bangkok yai', 'thai nam', 'thai ko', 'koréa', 'china', 'chiná']",thailand
19534,"Lake and skyscrapers at night, at Lumphini Park, in Bangkok, Thailand. - stock photo",https://d1hw6n3yxknhky.cloudfront.net/058860211_iconm.jpeg,yes,thailand,1.0,18004,thailand,"['bangkok', 'kingdom of thailand', 'asia', 'thai chang', 'bangkok yai', 'thai nam', 'thai ko', 'koréa', 'china', 'chiná']",thailand
19689,Pang Ung. Beautiful forest lake in the morning. Mae Hong Son. Thailand,https://us.123rf.com/450wm/suthiwat/suthiwat1412/suthiwat141200017/34767568-pang-ung-beautiful-forest-lake-in-the-morning-mae-hong-son-thailand.jpg?ver=6,yes,thailand,1.0,18147,thailand,"['bangkok', 'kingdom of thailand', 'asia', 'thai chang', 'bangkok yai', 'thai nam', 'thai ko', 'koréa', 'china', 'chiná']",thailand
19904,Lake Carry-all Pouch featuring the photograph National Park Thailand by Adrian Evans,https://render.fineartamerica.com/images/rendered/default/flat/pouch/images-medium/national-park-thailand-adrian-evans.jpg?&targetx=0&targety=-22&imagewidth=777&imageheight=518&modelwidth=777&modelheight=474&backgroundcolor=322818&orientation=0&producttype=pouch-regularbottom-medium,yes,thailand,1.0,18343,thailand,"['bangkok', 'kingdom of thailand', 'asia', 'thai chang', 'bangkok yai', 'thai nam', 'thai ko', 'koréa', 'china', 'chiná']",thailand
20834,In the pink thai lake draws tourists with spectacular lotus bloom in the pink thai lake draws tourists with spectacular lotus bloom mightylinksfo,https://qtxasset.com/styles/breakpoint_sm_default_480px_w/s3/travelagentcentral/1513113327/RedLotusSeaThailandsubinpumsomiStockGettyImagesPlusGettyImages.jpg?0Ov3Iy0FJ1FuAmVolrOOnykR2uBIfjCD&itok=AafRu5UL,yes,thailand,1.0,19201,thai lake,"['bangkok', 'thai nam', 'thai ko', 'bangkok yai', 'thai chang', 'kingdom of thailand', 'mo thai', 'khok thai', 'bo thai', 'chak thai']",thailand
22028,Khao Sok Jungle & Lake package 1200,https://anuraklodge.com/wp-content/uploads/2019/07/Khao-Sok-Jungle-Lake-package-1200-600x400.jpg,yes,thailand,1.0,20294,no,['no'],thailand
22133,Mabprachan Lake Land For Sale in  East Pattaya,https://www.thaiproperty.com/public/uploads/tempimages/2021-81039.JPG,yes,thailand,1.0,20385,east pattaya,"['pattaya', 'east godāvari', 'east tawas', 'east palatka', 'east pilbara', 'east siang', 'patuakhali', 'eastern visayas', 'east killara', 'dibrugarh east']",thailand
23291,Imperial Lake View Hotel & Golf Club,http://i2.wp.com/www.huahinparadisecity.com/wp-content/uploads/2014/07/Imperial-Lake-View-Golf-Club-Logo1.jpg?resize=150%2C150,yes,china,1.0,21440,no,['no'],thailand
24001,"Cheow Lan Lake, Khao Sok National Park",https://cdn.audleytravel.com/145/%7Bheight%7D/79/001145152239096072237083081013056216132125023032.jpg,yes,thailand,1.0,22094,"cheow lan lake, khao sok national park","['lake koshkonong', 'koontz lake', 'kawartha lakes', 'lake kiowa', 'village of lake park', 'town of lake park', 'lake mohegan', 'lake park', 'city of lake park', 'lake ronkonkoma']",thailand
22,Download Wild Guide Lake District and Yorkshire Dales: Hidden Places and Great Adventures - including Bowland and South Pennines PDF,https://images-na.ssl-images-amazon.com/images/I/91CG4dCEdEL.jpg,no,no,1.0,19,lake district,"['south lakeland district', 'lake city', 'lake village', 'town of lake', 'town of lakeview', 'lake county', 'lakeview', 'village of lakeview', 'city of lake village', 'city of lakeway']",united kingdom
220,"PETER SYMONDS | The Buttermere Fells from Crummock Water, Lake District","https://static.wixstatic.com/media/b671a4_ecc2186c79ac4d958ee4087ee6f36b51~mv2.jpg/v1/fill/w_600,h_332,al_c,q_85/b671a4_ecc2186c79ac4d958ee4087ee6f36b51~mv2.jpg",yes,united kingdom,1.0,205,lake district,"['south lakeland district', 'lake city', 'lake village', 'town of lake', 'town of lakeview', 'lake county', 'lakeview', 'village of lakeview', 'city of lake village', 'city of lakeway']",united kingdom
280,"View towards Llangorse lake from Mynydd Llangorse, Brecon Beacons national park, Wales",https://m.psecn.photoshelter.com/img-get2/I0000rW9bUCCQHF0/fit=200x200/fill=/g=G0000r_ISncg.WFY/I0000rW9bUCCQHF0.jpg,yes,united kingdom,1.0,259,wales,"['wales', 'north wales', 'town of wales', 'village of wales', 'welsh', 'cardiff', 'wrexham', 'town of welsh', 'lake wales', 'cardiff south']",united kingdom
440,Beachy Head - East Sussex Beachy Head Beauty In Nature Cloud - Sky Day East Sussex Grass Lake Landscape Marsh Nature No People Outdoors Reed - Grass Family Reflection Scenics Sky Water,https://cdn4.eyeem.com/thumb/62e6104d8a64f0cb457e8a86afb9f84bc245081c-1479075093646/w/750,yes,united kingdom,1.0,409,east sussex,"['east sussex', 'west sussex', 'sussex', 'borough of sussex', 'mid sussex district', 'brighton east', 'sussex county', 'village of sussex', 'east of england', 'north east derbyshire']",united kingdom
595,"Lake District, England Clear iPhone Case","https://ctl.s6img.com/society6/img/lRmLXkjS2ivEguowH1tIJ078iSY/h_264,w_264/clear-cases/iphone6-plus/slim/back/~artwork,bg_FFFFFFFF,opthreshold_50p,fw_979,fh_1917,fx_-948,iw_2875,ih_1917/s6-original-art-uploads/society6/uploads/misc/0d2416bd6148409693f245d91d69c32f/~~/lake-district-england2076164-clear-cases.jpg?wait=0&attempt=0",no,united kingdom,1.0,555,england,"['england', 'brazil', 'scotland', 'holland', 'brasil', 'ireland', 'italy', 'east of england', 'uk', 'wales']",united kingdom
644,image of the steam yacht gondola on coniston water in the lake district,https://www.visitcumbria.com/wp-content/uploads/2018/07/steam-yacht-gondola-icon.jpg,yes,united kingdom,1.0,601,lake district,"['south lakeland district', 'lake city', 'lake village', 'town of lake', 'town of lakeview', 'lake county', 'lakeview', 'village of lakeview', 'city of lake village', 'city of lakeway']",united kingdom
745,"Impressions from Lake Como / UK-Version (Wall Calendar 2019 DIN A4 Landscape), Gabi Hampe",https://weltbild.scene7.com/asset/vgwwb/vgw/impressions-from-lake-como-uk-version-wall-calendar-242465496.jpg?$w170re$&amp;wb7,yes,italy,1.0,695,lake como,"['lake como', 'borough of lake como', 'spanish lake', 'town of como', 'buenaventura lakes', 'como', 'lake oswego', 'south gull lake', 'lake cargelligo', 'lake montezuma']",united kingdom
762,stephanie-green-wedding-photography-lake-district-cumbria-photographer-5,https://i1.wp.com/stephanie-green.com/wp-content/uploads/2018/10/stephanie-green-wedding-photography-lake-district-cumbria-photographer-5.jpg?w=611&h=407&ssl=1,yes,united kingdom,1.0,711,lake district,"['south lakeland district', 'lake city', 'lake village', 'town of lake', 'town of lakeview', 'lake county', 'lakeview', 'village of lakeview', 'city of lake village', 'city of lakeway']",united kingdom
809,"Rope swing attached to the branch of a tree,Ullswater lake,Lake District,Cumbria,England,UK - Stock Image",https://c8.alamy.com/zooms/6/bf725a674f2d47f2aae0be946e2df723/r0b22r.jpg,yes,united kingdom,1.0,753,england,"['england', 'brazil', 'scotland', 'holland', 'brasil', 'ireland', 'italy', 'east of england', 'uk', 'wales']",united kingdom
827,A walk by the lake on an autumn afternoon (felixspencerhdr) Tags: lakewindermere lake walk autumn beautiful trees tree landscape lakedistrict light path,https://farm6.static.flickr.com/5442/30193825530_27d34e7cf7_m.jpg,yes,united kingdom,1.0,771,lakewindermere,"['wind lake', 'town of lakeview', 'lakeview', 'lakeshire', 'lake lakengren', 'village of lakeview', 'lakenheath', 'lake wynonah', 'winona lake', 'lakesite']",united kingdom
837,View across Lake in England by Craig Roberts,https://imgc.artprintimages.com/img/print/craig-roberts-view-across-lake-in-england_u-l-q10dzxr0.jpg?src=gp&w=300&h=300,yes,united kingdom,1.0,780,england,"['england', 'brazil', 'scotland', 'holland', 'brasil', 'ireland', 'italy', 'east of england', 'uk', 'wales']",united kingdom
854,Bassenthwaite Lake and the north western fells from the route up Binsey,http://old.leaney.org/photos/2004/20040327g.jpg,yes,united kingdom,1.0,793,bassenthwaite lake,"['bass lake', 'town of bass lake', 'big bass lake', 'lake lakengren', 'fish lake', 'lake wisconsin', 'lakenheath', 'lake wissota', 'lake brownwood', 'lake wynonah']",united kingdom
1094,West Kirby - Marine Lake,https://geoffspages.files.wordpress.com/2019/05/1-7.jpg?w=340&h=198,yes,united kingdom,1.0,1017,west kirby - marine lake,"['western lake', 'west sand lake', 'west lakes', 'west lakes shore', 'lakes by the bay', 'west lake sammamish', 'east lake', 'greenwood lake', 'lakeshore', 'kirkland lake']",united kingdom
1100,"Buttermere, Lake District",https://www.ephotozine.com/resize/2011/43/xlrg/1913_1319992080.jpg?RTUdGk5cXyJFAQ4JVANtdQ9nYF8JERFaGwJRNQh6SlYUAEw1cmsCdg1hAWoxXFNGLSI=,yes,united kingdom,1.0,1023,lake district,"['south lakeland district', 'lake city', 'lake village', 'town of lake', 'town of lakeview', 'lake county', 'lakeview', 'village of lakeview', 'city of lake village', 'city of lakeway']",united kingdom
1205,"Tourists and locals on a lovely sunny day in July in the Lake District , Marilyn K - August 2011",http://cache-graphicslib.viator.com/graphicslib/media/66/little-stonewall-bridge-in-the-lake-district-photo_1543526-260tall.jpg,yes,united kingdom,1.0,1121,lake district,"['south lakeland district', 'lake city', 'lake village', 'town of lake', 'town of lakeview', 'lake county', 'lakeview', 'village of lakeview', 'city of lake village', 'city of lakeway']",united kingdom
1233,"A wild camping kit explosion - Grisedale Tarn, Lake District",https://adventurebagging.co.uk/wp-content/uploads/blogger/-LoTxqzoY3B0/V7L8qOY_t_I/AAAAAAAAO1s/tiyMuQg5tiQ0HQRAF7Dqu9cC3x8X9b9zwCLcB/s640/wild-camp-kit-explosion-compressed.jpg,yes,united kingdom,1.0,1145,lake district,"['south lakeland district', 'lake city', 'lake village', 'town of lake', 'town of lakeview', 'lake county', 'lakeview', 'village of lakeview', 'city of lake village', 'city of lakeway']",united kingdom
1254,"Lots and Land for Sale on Traverse Lake, Battersea",http://media.point2.com/p2h/listing/7cd2/d1ee/e1e5/2b1107aa74a4f2e8b9f6/wm_full.jpg,yes,united kingdom,1.0,1165,"traverse lake, battersea","['hilltop lakes', 'cross lake', 'skidway lake', 'north lake', 'houghton lake', 'lake arbor', 'town of lake', 'lakeway', 'north lakes', 'lake lakengren']",united kingdom
1262,Hogwarts Lake! (Loch Shiel). The castle was about halfway down the lake on the right.,https://photos.smugmug.com/Travel/Scotland/i-5MsPSfZ/0/b62775f5/Ti/P1030590-Ti.jpg,yes,united kingdom,1.0,1172,loch shiel,"['loché', 'loches', 'lochen', 'lochbuie', 'lochsloy', 'lochem', 'lochristi', 'lochearn', 'lochau', 'löchgau']",united kingdom
1363,Pigeons fly above a mist covered lake in Sefton Park,http://content.assets.pressassociation.io/2017/08/15142914/PA-29279446.jpg,yes,united kingdom,1.0,1262,sefton park,"['sefton park', 'semaphore park', 'sebring-avon park, fl metro area', 'risdon park', 'clemton park', 'kiveton park', 'edmondson park', 'risdon park south', 'park city', 'bligh park']",united kingdom
1364,Sailing on Ullswater in the English Lake District,https://photos.smugmug.com/England/i-nxKXCgM/0/bc506fef/M/160922_untitiled_006-M.jpg,yes,united kingdom,1.0,1263,english lake district,"['town of lakeview', 'town of lake', 'south lakeland district', 'village of lakeview', 'lakeshire', 'lakeview', 'lake village', 'lake lakengren', 'lake city', 'lakenheath']",united kingdom
1433,"Wast Water, From The English Lake Greeting Card by James Baker Pyne",https://render.fineartamerica.com/images/rendered/medium/greeting-card/images-medium-5/wast-water-from-the-english-lake-james-baker-pyne.jpg,yes,united kingdom,1.0,1324,english lake,"['lakes', 'lake lakengren', 'lake wisconsin', 'lake wales', 'lake arthur', 'town of lake', 'random lake', 'fish lake', 'red lake', 'spring lake']",united kingdom
1437,Beautiful yellow yacht moored by the shore ready for sailing (stewart.watsonnz) Tags: watercraft boat nature lake sea sky landscape water vehicle reflection sailboat cloud summer watertransportation transportation outdoors ocean loch waterfront recreation fisherman pier travel lakedistrict seashore land calm marina beach tree plant tourism cumulus leisure weather noperson fishingvessel bay dinghy dawn mountain back harbor rowboat barge fishing,https://farm66.static.flickr.com/65535/49077100412_0e2f063208_m.jpg,yes,new zealand,1.0,1327,no,['no'],united kingdom
1498,Cycling in the Lake District,https://imgv2-1-f.scribdassets.com/img/word_document/312867538/149x198/e6532dc6b4/1551166893?v=1,yes,united kingdom,1.0,1385,lake district,"['south lakeland district', 'lake city', 'lake village', 'town of lake', 'town of lakeview', 'lake county', 'lakeview', 'village of lakeview', 'city of lake village', 'city of lakeway']",united kingdom
1611,"Sunset Over Loch Leven in Glencoe, Scotland Glencoe Loch  Loch Leven Reflection Scotland Beauty In Nature Highlands Lake Mountain Nature No People Outdoors Scenics Scottish Highlands Sky Sunset Symmetry Tranquil Scene Tranquility Water",https://cdn3.eyeem.com/thumb/49462e64bac0e0a995a6fc9cbac773e097bd2579-1503143739724/w/850,yes,united kingdom,1.0,1491,scotland,"['scotland', 'glasgow', 'edinburgh', 'england', 'town of scotland', 'ireland', 'scotland county', 'aberdeenshire', 'the scottish borders', 'northern ireland']",united kingdom
1755,Lake District Map Cross Stitch CHART ONLY,https://sites.create-cdn.net/siteimages/9/8/2/98296/15/5/2/15521696/160x200.jpg?1496575172,no,no,1.0,1620,lake district,"['south lakeland district', 'lake city', 'lake village', 'town of lake', 'town of lakeview', 'lake county', 'lakeview', 'village of lakeview', 'city of lake village', 'city of lakeway']",united kingdom
26,Italy. Dolomites. Autumn on the lake Braies (naumenkophotographer.com.ua) Tags: italian alpine alps autumn beautiful blue braies di dolomite dolomites europe forest green hiking house italy lago lake landscape mountain nature outdoor panorama park peak pond rock scenery seekofel south sudtirol tourism tranquil travel trees trentino turquoise tyrol valley water trentinoaltoadige it,https://farm6.static.flickr.com/5577/30452425250_0bcf6972f1_m.jpg,yes,italy,1.0,23,italy,"['italy', 'alta italia', 'brazil', 'italian republic', 'sicily', 'montenegro', 'nueva italia', 'town of italy', 'england', 'brasil']",italy
37,"Caproni Ca.60 experimental flying boat on Lake Maggiore, 1921.",https://www.thevintagenews.com/wp-content/uploads/2017/03/151.jpg,yes,italy,1.0,33,lake maggiore,"['lake montezuma', 'lake mary', 'lake ronkonkoma', 'lake lakengren', 'crystal lake', 'peach lake', 'town of lake', 'lake crystal', 'lake cargelligo', 'potter lake']",italy
109,"Aerial Video Of Lake Garda, Italy",https://img.youtube.com/vi/4nZtFUOlCHQ/0.jpg,yes,italy,1.0,99,italy,"['italy', 'alta italia', 'brazil', 'italian republic', 'sicily', 'montenegro', 'nueva italia', 'town of italy', 'england', 'brasil']",italy
137,"Sirmione is a comune at lake Garda in the province of Brescia, in Lombardy, northern Italy - Stock-Bilder",https://n7.alamy.com/zooms/807ed44e5881481485f13ae0c47dafe7/sirmione-is-a-comune-at-lake-garda-in-the-province-of-brescia-in-lombardy-dhfj4k.jpg,yes,italy,1.0,124,italy,"['italy', 'alta italia', 'brazil', 'italian republic', 'sicily', 'montenegro', 'nueva italia', 'town of italy', 'england', 'brasil']",italy
181,"""""""Pier at Lake Trasimeno and Senior Man Fishing"""" stock image""","https://res.cloudinary.com/fleetnation/image/private/c_fill,g_center,h_640,w_640/v1453157294/j7vblmnluuzfesgnh4xc.jpg",yes,italy,1.0,166,lake trasimeno,"['trodica', 'traiguera', 'travanca', 'tragliatella campitello', 'traiba', 'trabuco canyon', 'trasacco', 'trafaria', 'trasmiras', 'troviggiano']",italy
311,RS Aeros at Lake Garda photo copyright Elena Giolai / Circolo Vela Arco taken at Circolo Vela Arco and featuring the RS Aero class,https://www.yachtsandyachting.com/photos/rsaero/yandy295167.jpg,yes,italy,1.0,287,lake garda,"['lake garda region', 'lake catherine', 'lake macdonald', 'lake lakengren', 'lake luzerne', 'spanish lake', 'random lake', 'town of lake', 'miami lakes', 'wonder lake']",italy
402,"Windsurfing on Lake Garda, Italy. Photo via Flickr:Andrea Santoni",https://photos.tripsite.com/assets/files/1259/lake-garda-windsurfing-bolzano-italy-bike-tour-flandreasantoni.400x247.jpg,yes,italy,1.0,371,italy,"['italy', 'alta italia', 'brazil', 'italian republic', 'sicily', 'montenegro', 'nueva italia', 'town of italy', 'england', 'brasil']",italy
474,Scenic view of lake garda and mountains against blue sky,https://cdn2.eyeem.com/thumb/313711d3c3e300b6c30c9f2ef8c56ddae3a4362f-1573737801516/w/900,yes,italy,1.0,440,no,['no'],italy
528,Photo Stands Lake Town of Malcesine on Lago di Garda skyline view,https://as2.ftcdn.net/jpg/01/63/62/29/500_F_163622906_07ZTirGJDoRNmHZa5Q0fpRcZ0wjDNqJD.jpg,yes,italy,1.0,491,malcesine,"['malcesine', 'malmédy', 'malmedy', 'malčice', 'malšice', 'malonty', 'malženice', 'maltepe', 'mālūr', 'malsisar']",italy
536,"Gardone Riviera, lake Garda, Italy - May 05, 2014  ship and museum in garden Villa Vittoriale  Home",https://static1.bigstockphoto.com/thumbs/5/5/8/large2/85552133.jpg,no,italy,1.0,498,italy,"['italy', 'alta italia', 'brazil', 'italian republic', 'sicily', 'montenegro', 'nueva italia', 'town of italy', 'england', 'brasil']",italy
669,"Bellagio, Lake Como",https://images.squarespace-cdn.com/content/5789ceb29de4bba86734d4d0/1476105707201-LMWXEDWRYY21KHUMLURZ/?content-type=image%2Fjpeg,yes,italy,1.0,624,"bellagio, lake como","['lake como', 'bellagio', 'borough of lake como', 'city of bellaire', 'town of bella vista', 'bellante', 'bellaire', 'town of como', 'departamento de bella vista', 'bellavista de victoria (san josé bellavista)']",italy
729,"The view from the lakeside to the small island of Isola San Giulio on Lake Orta, Italy",https://i0.wp.com/ourworldforyou.com/wp-content/uploads/2016/07/Pier-to-Isola-San-Giulio-Lake-Orta-Italy.jpg?w=1110,yes,italy,1.0,681,italy,"['italy', 'alta italia', 'brazil', 'italian republic', 'sicily', 'montenegro', 'nueva italia', 'town of italy', 'england', 'brasil']",italy
738,sales property at Splendid villa with wharf on Lake Como,http://m.sothebysrealty.com/236i0/nh67fpwmfky9m4afyftchrwjy5i,yes,italy,1.0,689,lake como,"['lake como', 'borough of lake como', 'spanish lake', 'town of como', 'buenaventura lakes', 'como', 'lake oswego', 'south gull lake', 'lake cargelligo', 'lake montezuma']",italy
797,Ferry on Lake Garda Stock Photography,https://thumbs.dreamstime.com/m/ferry-lake-garda-10638912.jpg,yes,italy,1.0,741,lake garda,"['lake garda region', 'lake catherine', 'lake macdonald', 'lake lakengren', 'lake luzerne', 'spanish lake', 'random lake', 'town of lake', 'miami lakes', 'wonder lake']",italy
881,Lake Como Italy painting in progress by Jennifer E Young,https://images.squarespace-cdn.com/content/55c8d337e4b0e661da87e461/1442992822430-Z17BOR9Q9MYF75OEB06K/establishingdarks.jpg?content-type=image%2Fjpeg,yes,italy,1.0,820,italy,"['italy', 'alta italia', 'brazil', 'italian republic', 'sicily', 'montenegro', 'nueva italia', 'town of italy', 'england', 'brasil']",italy
982,"Residential to rent in Italy. Villa – Lake Como, Lombardy, Italy",https://tranio.com/photos/adt/7821f3d4/18098101/275x176.jpg,yes,italy,1.0,913,italy,"['italy', 'alta italia', 'brazil', 'italian republic', 'sicily', 'montenegro', 'nueva italia', 'town of italy', 'england', 'brasil']",italy
994,"Water fountain in Arona, along Lake Maggiore, lake district in northern Italy.",https://m.psecn.photoshelter.com/img-get/I0000l_kzFgicLXY/t/150/I0000l_kzFgicLXY.jpg,yes,italy,1.0,924,northern italy,"['italy', 'town of italy', 'nueva italia', 'alta italia', 'sicily', 'italian republic', 'naples', 'genoa', 'east florence', 'south venice']",italy
1242,Promenade and pine trees in bolsena lake italy or esplanade Royalty Free Stock Photography,https://thumbs.dreamstime.com/m/promenade-pine-trees-bolsena-lake-italy-esplanade-47711157.jpg,yes,italy,1.0,1154,italy,"['italy', 'alta italia', 'brazil', 'italian republic', 'sicily', 'montenegro', 'nueva italia', 'town of italy', 'england', 'brasil']",italy
1337,"Panoramic view of Menaggio town (Como lake, Italy)",https://static8.bigstockphoto.com/thumbs/6/7/4/small2/47635099.jpg,yes,italy,1.0,1239,italy,"['italy', 'alta italia', 'brazil', 'italian republic', 'sicily', 'montenegro', 'nueva italia', 'town of italy', 'england', 'brasil']",italy
1343,"View of Torno in Spring Sunshine, Lake Como, Lombardy, Italian Lakes, Italy, Europe by Peter Barritt",https://imgc.artprintimages.com/img/print/peter-barritt-view-of-torno-in-spring-sunshine-lake-como-lombardy-italian-lakes-italy-europe_u-l-pxwed30.jpg?src=gp&amp;w=300&amp;h=300,yes,italy,1.0,1244,italy,"['italy', 'alta italia', 'brazil', 'italian republic', 'sicily', 'montenegro', 'nueva italia', 'town of italy', 'england', 'brasil']",italy
1425,"Two boys with their small wooden boat in Varenna, Italy on Lake Como",http://cdn.c.photoshelter.com/img-get/I0000f8qqLVz3IRE/t/150/I0000f8qqLVz3IRE.jpg,yes,italy,1.0,1318,varenna,"['brenna', 'varna', 'varėna', 'varni', 'korzenna', 'casapesenna', 'varnavino', 'vărbila', 'varniţa', 'varnița']",italy
1808,Lake Garda All Inclusive,https://www.raildiscoveries.com/media/17863614/rd-les-itinerary-sirmione_tourlisting.jpg,yes,italy,1.0,1671,lake garda,"['lake garda region', 'lake catherine', 'lake macdonald', 'lake lakengren', 'lake luzerne', 'spanish lake', 'random lake', 'town of lake', 'miami lakes', 'wonder lake']",italy
1822,Como Lake - Villa Balbianello Stock Images,https://thumbs.dreamstime.com/t/como-lake-villa-balbianello-27368414.jpg,yes,italy,1.0,1683,como lake,"['lake como', 'borough of lake como', 'spanish lake', 'como', 'town of como', 'buenaventura lakes', 'south gull lake', 'lake montezuma', 'lake oswego', 'lake cargelligo']",italy
1949,"Ionic Temple of Aesculapius, God of Healing, by an artificial lake in the Borghese Park, Rome, Lazio, Italy - Stock Image",https://c8.alamy.com/comp/EYWPPX/ionic-temple-of-aesculapius-god-of-healing-by-an-artificial-lake-in-EYWPPX.jpg,yes,italy,1.0,1801,italy,"['italy', 'alta italia', 'brazil', 'italian republic', 'sicily', 'montenegro', 'nueva italia', 'town of italy', 'england', 'brasil']",italy
2014,Another of many lovely Italian lakes - Braies Lake in the Alto Adige area of Italy,https://italychronicles.com/wp-content/uploads/2011/10/brailes-lake-italy.jpg,yes,italy,1.0,1862,italy,"['italy', 'alta italia', 'brazil', 'italian republic', 'sicily', 'montenegro', 'nueva italia', 'town of italy', 'england', 'brasil']",italy
31,"Thumbnail Fisherman's hut in autumn at Kochelsee Lake, Bavaria, Germany, Europe, PublicGround /",https://www.tradebit.com/usr/stock-photos/pub/9001/ibxsta02450025.jpg,yes,germany,1.0,27,germany,"['brasil', 'england', 'brazil', 'italy', 'holland', 'deutschlandsberg', 'berlin', 'berlín', 'switzerland', 'belgium']",germany
242,Hamburg Germany - 18 September 2017: Sailboat s on the water of Lake Alster with cloudy autumnal landscape on background,https://static3.bigstockphoto.com/7/0/2/large2/207152248.jpg,yes,germany,1.0,225,germany,"['brasil', 'england', 'brazil', 'italy', 'holland', 'deutschlandsberg', 'berlin', 'berlín', 'switzerland', 'belgium']",germany
271,"Boat dock on Obersee lake. Bavaria, Germany Royalty Free Stock Images",https://thumbs.dreamstime.com/t/boat-dock-obersee-lake-bavaria-germany-hangar-mountain-alps-41235299.jpg,yes,germany,1.0,251,germany,"['brasil', 'england', 'brazil', 'italy', 'holland', 'deutschlandsberg', 'berlin', 'berlín', 'switzerland', 'belgium']",germany
369,Lindau Lake Constance New Year 2017 (lambo_photo) Tags: lindau lake constance bodensee vorarlberg winter 3d anaglyph fuji hdr,https://farm1.static.flickr.com/521/32249511286_b7cc190174_m.jpg,yes,germany,1.0,341,lindau,"['lindau', 'linda', 'lindås', 'lindale', 'lindavista', 'lindau (bodensee)', 'loma linda', 'landkreis lindau', 'linda-a-velha', 'city of lindale']",germany
735,Lindau lighthouse - a lighthouse on a lake in south Germany. It was built in 1853 and is on the border with Switzerland.,https://i.pinimg.com/236x/e9/cf/e1/e9cfe158a3163405fcfb363608f524f2.jpg,yes,germany,1.0,687,germany,"['brasil', 'england', 'brazil', 'italy', 'holland', 'deutschlandsberg', 'berlin', 'berlín', 'switzerland', 'belgium']",germany
