id,text,url,llama,entity_presence,svm_1,new,id_new,gemini-flash_faiss_loc,gemini-flash_faiss,gemini-flash_faiss_country
0,Stylehaven Interior Design - Vancouver Character Addition & Renovation - Living Room,https://stylehaven.ca/style-wp/wp-content/uploads/vancouver-living-room-renovation-3766-400x284.jpg,singapore,yes,1.0,False,0,vancouver,"['vancouver', 'west vancouver', 'north vancouver', 'city of vancouver', 'vancouver island', 'british columbia', 'montréal', 'canada', 'cañada', 'calgary']",canada
1953,living room packages brisbane benches for canada french country ideas 16 decor wakalix com,https://i.pinimg.com/originals/35/5a/d2/355ad2b6ed621f867ef584f84687084a.jpg,no,yes,1.0,False,1826,canada,"['canada', 'cañada', 'canadian', 'la cañada', 'america', 'vancouver', 'ontario', 'united states', 'uk', 'toronto']",canada
2243,tv stand for small living room most comfortable chairs stands spaces wayfair ca save,https://i0.wp.com/secure.img1-fg.wfcdn.com/im/85765814/resize-h310-w310%5Ecompr-r85/4464/44644957/frederick-tv-stand-for-tvs-up-to-50.jpg?strip=all,no,yes,1.0,False,2097,ca,"['califórnia', 'california', 'cali', 'la california', 'califon', 'calca', 'california city', 'cala', 'new california', 'city of california']",canada
2389,"3271 Travers Avenue, West Vancouver, Living Room at 3271 Travers Avenue, West Bay, West Vancouver",https://dyhx7is8pu014.cloudfront.net/www.brianrhys.com/homes/272915/thumb/P1000824-1.jpg?timestamp=1580143312,no,yes,1.0,False,2236,west vancouver,"['west vancouver', 'vancouver', 'north vancouver', 'city of vancouver', 'west columbia', 'vancouver island', 'north west province', 'west', 'north west', 'west bay']",canada
2745,cupboards for living room built in cabinets traditional living room toronto 17492,https://st.hzcdn.com/simgs/pictures/living-rooms/built-in-cabinets-lipa-woodwork-img~196135a300926f42_4-2458-1-bf9d0a9.jpg,no,yes,1.0,False,2570,toronto,"['toronto', 'city of toronto', 'new toronto', 'greater toronto area', 'ontario', 'montréal', 'toronto and east york', 'ottawa', 'toronto county', 'calgary']",canada
3565,Sectional Sofas At Edmonton Regarding Fashionable Sectional Sofas Edmonton Kijiji Living Room Furniture Edmonton (View 17 of 20),https://www.drawzit.com/wp-content/uploads/2018/04/sectional-sofas-at-edmonton-regarding-fashionable-sectional-sofas-edmonton-kijiji-living-room-furniture-edmonton.jpg,no,yes,1.0,False,3340,edmonton,"['edmonton', 'city of edmonton', 'calgary', 'winnipeg', 'alberta', 'ottawa', 'anaheim', 'montréal', 'stanleytown', 'city of stanley']",canada
3618,couch rug gorgeous ikea area rugs canada ikea rug for living room,http://tse4.mm.bing.net/th?id=OIP.2GFDe24DA0E8Nj1BQ2JT7AHaFj,no,yes,1.0,False,3392,canada,"['canada', 'cañada', 'canadian', 'la cañada', 'america', 'vancouver', 'ontario', 'united states', 'uk', 'toronto']",canada
3679,sophiepatersoninteriorsAnother angle of this celadon green and aubergine purple living room designed 4 years ago in Belgravia.,https://i.pinimg.com/736x/34/61/46/346146baf7128a8976d34d3689580d68.jpg,no,no,1.0,False,3445,belgravia,"['belgrano', 'kalývia', 'lavia', 'belforte', 'kälviä', 'belsunce', 'beleţi', 'briar hill-belgravia', 'belciugatele', 'belmopan']",canada
4091,accent wingback chairs patio chair covers walmart canada 21 living room decorating ideas in 2019 home furniture livingroomfurniture wingbackchairs livingroomwingbackchairs four,https://i.pinimg.com/originals/fb/80/48/fb8048833a9c7fa1def5a5ad1d7fc499.jpg,puerto rico,yes,1.0,False,3830,canada,"['canada', 'cañada', 'canadian', 'la cañada', 'america', 'vancouver', 'ontario', 'united states', 'uk', 'toronto']",canada
4532,The custom-designed lead art glass windows echo the front door and are common in heritage homes. Oak flooring from Quebec grounds the living room and is a warm complement to the marble foyer.,https://images.squarespace-cdn.com/content/5457f229e4b03152ab73e4a5/1430382633407-GAUCXT49XNHQBRBTJ1QG/11_Nanton_livingroom.jpg?format=1000w&content-type=image%2Fjpeg,no,no,1.0,False,4246,quebec,"['québec', 'nord-du-québec', 'montréal', 'centre-du-québec', 'ontario', 'la cañada', 'venise-en-québec', 'manitoba', 'canada', 'cañada']",canada
4871,"Bright Living Room with Skylights and fireplace at 1497 Harold Road, Lynn Valley, North Vancouver",https://dyhx7is8pu014.cloudfront.net/www.jennyandsuzanne.ca/homes/212468/thumb/1497-harold-road-web-10.jpg?timestamp=1505743311,no,no,1.0,False,4562,north vancouver,"['north vancouver', 'vancouver', 'west vancouver', 'city of vancouver', 'vancouver island', 'north', 'north bay', 'north west', 'north chicago', 'north brooksville']",canada
4923,Ariva Kelowna Condos Living Room with a view,https://www.vancouvernewcondos.com/wp-content/uploads/2019/09/Ariva-Living-750x421.png,no,no,1.0,False,4610,kelowna,"['kelowna', 'west kelowna', 'kelbra', 'keta', 'keperra', 'kerkera', 'kelantan', 'kestilä', 'kehtna', 'kewaunee']",canada
5024,Husky Zara Reversible Sectional Sofa 3 In 1 Sofa Bed Storage Grey Sofas Best Buy Canada Sofa Bed With Storage Bed Storage Living Room Styles,https://i.pinimg.com/564x/cd/5b/b6/cd5bb649a25eb45a9b2df624fc38dbfd.jpg,no,yes,1.0,False,4706,canada,"['canada', 'cañada', 'canadian', 'la cañada', 'america', 'vancouver', 'ontario', 'united states', 'uk', 'toronto']",canada
5397,Rustic granite wood-burning fireplace in a timber-framed Muskoka living room.,https://altius.net/wp-content/uploads/2019/05/5-Bea.jpg,no,no,1.0,False,5057,muskoka,"['mukdega', 'muskogee', 'munagapaka', 'muskatnoye', 'muyuka', 'mokrsko', 'muktāgācha', 'mulanje', 'muxika', 'mullovka']",canada
5410,Lac St. Sixte Summer Residence: modern Living room by Flynn Architect,"https://images.homify.com/c_fill,f_auto,q_auto:eco,w_440/v1480090836/p/photo/image/1715594/090-Casaverde_Lac_St_Sixte-Edit.jpg",no,yes,1.0,False,5070,no,['no'],canada
6079,I Like These Floors By BuildDirect U2013 Laminate   Handscraped Muskoka  Collection U2013 Bracebridge Brown   Living Room View,https://i.pinimg.com/736x/96/69/bd/9669bd751c26186e6d84486cd09df24a--brown-living-rooms-room-style.jpg,no,yes,1.0,False,5690,no,['no'],canada
6504,faqddf Decoration Living Room Modern Prints 5 Pieces Montreal Notre Dame Basilica Landscape Pictures Modular Paintings Canvas Wall Art-30x40cmx2 30x60cmx2 30x80cmx1,https://m.media-amazon.com/images/I/51+5LUYKTJL._AC_UL320_ML3_.jpg,no,yes,1.0,False,6087,montreal,"['montréal', 'montréal-ouest', 'montréal-est', 'montréal-la-cluse', 'québec', 'la cañada', 'toronto', 'vancouver', 'ottawa', 'calgary']",canada
6597,toronto mid-century home featured in toronto homes - luxury family home - living room with white piano bright art work- linda mazur design toronto designer - design build,https://www.lindamazurdesign.com/wp-content/uploads/2020/10/bayhampton-living-room-500x500.jpg,no,yes,1.0,False,6176,toronto,"['toronto', 'city of toronto', 'new toronto', 'greater toronto area', 'ontario', 'montréal', 'toronto and east york', 'ottawa', 'toronto county', 'calgary']",canada
6892,Formal Living Room Furniture Toronto by Living Room Black Leather Ottoman Coffee Table For Small Living,https://t0.gstatic.com/images?q=tbn:ANd9GcT0SX0Z8TWrQFHB7L11K--aTO0_DhgZ7GaazGbXxwBQHsOuA56d-A,no,no,1.0,False,6455,toronto,"['toronto', 'city of toronto', 'new toronto', 'greater toronto area', 'ontario', 'montréal', 'toronto and east york', 'ottawa', 'toronto county', 'calgary']",canada
6923,Swivel Accent Chair In Leopard Pattern - Stargate Cinema Coaster Fine Fniture 902191 Accent Chair Lowes Canada Seating 902535 Contemporary In Linen Vinyl Black Austins Depot Dark Brown 900234 With Faux Sheepskin Living Room 300173 Aw Redwood Swivel Leopard Pattern Stargate Cinema W Nailhead Trimming 903384 Glam Scroll Armrests Highback Round Wood Feet Chairs 503253 Traditional Cottage Styled 9047 Factory Direct,https://t0.gstatic.com/images?q=tbn:ANd9GcQ30oF7EJVHGSVptPMK8JBImdsAmQReRVI8LNJe7zs1nbqORbSFXA,no,yes,1.0,False,6486,canada,"['canada', 'cañada', 'canadian', 'la cañada', 'america', 'vancouver', 'ontario', 'united states', 'uk', 'toronto']",canada
7755,Example Of A Mid Sized Trendy Living Room Design In Toronto With Gray Walls,https://st.hzcdn.com/fimgs/pictures/living-rooms/living-room-fig-interiors-img~91713bb5013b5833_3660-1-1704abf-w500-h400-b0-p0.jpg,no,yes,1.0,False,7268,toronto,"['toronto', 'city of toronto', 'new toronto', 'greater toronto area', 'ontario', 'montréal', 'toronto and east york', 'ottawa', 'toronto county', 'calgary']",canada
8447,"Modern living room, Medici Sectional Sofa with Track Arm | Hudson's Bay",https://i.pinimg.com/236x/d7/fe/eb/d7feeb08d6b01dbe030f996751b7ded2--modern-living-room-decor-modern-living-room-designs.jpg,"uk 

note: the text mentions 'living room', 'bedroom', and 'hallway',",yes,1.0,False,7924,no,['no'],canada
8506,Small Living Room Colours Leather Living Room Sets Canada With Red Brick Fireplace Modern Wall Units Uk Best Flooring Options Lavender Grey Paint Ideas Crown Gold Diy Window Treatments,https://tse2-2.mm.bing.net/th?id=OIP._Zun1_oQbnFHSJLXsUlR8wHaFj,no,yes,1.0,False,7981,united kingdom,"['uk', 'england', 'united kingdom of great britain and northern ireland', 'so uk', 'london', 'great britain', 'new britain', 'city of england', 'uki', 'scotland']",canada
9848,"Shop ADzif Mia & Co Avignon Wall Decals at Lowe's Canada. Find our selection of wall decals at the lowest price guaranteed with price match + off. Wall Appliques, Flower Wall Decals, Wall Accessories, Home Living, Living Room, Wall Decal Sticker, White Vinyl, Wall Art Decor, Sweet Home",https://i.pinimg.com/236x/25/2d/ce/252dce8766e61c5952fc5bf5f3b9f805.jpg,no,yes,1.0,False,9243,canada,"['canada', 'cañada', 'canadian', 'la cañada', 'america', 'vancouver', 'ontario', 'united states', 'uk', 'toronto']",canada
10524,"A home that feels sleek and cool, but still approachable by Ottawa Interior Design firm Leclair Decor. The perfect embodiment of their signature warm modern aesthetic. modern home decor Home Living Room, Interior Design Living Room, Living Room Decor, Living Room Designs, Living Spaces, Kitchen Living, Condo Living, Small Living, Kitchen Interior",https://i.pinimg.com/236x/88/77/88/8877889691eba9cbbcc65a57b73b04a1.jpg,no,no,1.0,False,9891,ottawa,"['ottawa', 'city of ottawa', 'town of ottawa', 'village of ottawa', 'ottawa county', 'ottawa hills', 'toronto', 'montréal', 'winnipeg', 'ontario']",canada
11,"Benjamin Moore White Dove for a Transitional Living Room with a Gray Area Rug and Greenwich Penthouse by Tiffany Eastman Interiors, LLC",https://www.homeandlivingdecor.com/wp-content/uploads/2016/04/benjamin-moore-white-dove-for-a-transitional-living-room-with-a-gray-area-rug-and-greenwich-penthouse-by-tiffany-eastman-interiors-llc-240x185.jpg,no,yes,1.0,False,10,greenwich,"['greenwich', 'west greenwich', 'east greenwich', 'town of greenwich', 'old greenwich', 'village of greenwich', 'town of east greenwich', 'town of west greenwich', 'greenwich town - newport west', 'london']",united kingdom
260,SUPERB NEW DOUBLE WITH HUGE LIVING ROOM IN W3!!,http://img.erm-assets.com/dynamicimages/thumbnails/uk-erm/H160212131536338/1/350.jpg?modified=20160212144646,no,yes,1.0,False,245,no,['no'],united kingdom
361,berkshire 1 4 bedroom 3 living room floor plan grady homes,http://t0.gstatic.com/images?q=tbn:ANd9GcSoHTTX4cHQbWuwPz8IeLIPHSAGruZXGE0flBxdEw54tFy-K7WUKg,no,yes,1.0,False,342,no,['no'],united kingdom
388,"Beamed living room with feature fireplace | Garries Cottage, near Bassenthwaite",https://img.chooseacottage.co.uk/property/741/400/741059.jpg,united states,yes,1.0,False,369,bassenthwaite,"['basseterre', 'bassussarry', 'bassélé', 'basséhoa', 'bassecourt', 'bassevelde', 'bassone', 'bassignana', 'bassum', 'bassila']",united kingdom
797,tall wall art free shipping large palm tree wall sticker living room tropical wall art house on tropical wall art uk with tall wall art free shipping large palm tree wall sticker living room,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTfWjuoPnmPF7YGeDwtiXNYayCUG5Z5Adhr6o-nKJAPg_G9_arAHA,no,no,1.0,False,758,no,['no'],united kingdom
984,Home Staging Hastings Living Room Mod Oz,https://i2.wp.com/www.propertystylingmelbourne.com.au/wp-content/uploads/2016/08/Home-Staging-Hastings-Living-Room-Mod-Oz.jpg?resize=456%2C342&ssl=1,no,yes,1.0,False,930,hastings,"['hastings', 'city of hastings', 'town of hastings', 'borough of hastings', 'hastings district', 'hastings-on-hudson', 'lancaster', 'nicholls', 'village of hastings-on-hudson', 'sussex']",united kingdom
1128,Mayfair Living Room Collection,https://secure.img.wfrcdn.com/lf/79/hash/7992/15365714/1/Mayfair+Living+Room+Collection.jpg,tibet,no,1.0,False,1065,no,['no'],united kingdom
1370,Living Room full of antique and reproduction Victorian furniture,https://picturescdn.estatesales.net/2059404/60495940/1-t.jpg,sweden,yes,1.0,False,1293,no,['no'],united kingdom
1502,130 Queensgate Two Bedroom Deluxe Apartment - Living Room,https://bankimg.digital-trip.com/assets/images/18589.jpg,no,no,1.0,False,1414,no,['no'],united kingdom
1523,The Grosvenor House Apartments by Jumeirah Living - Penthouse Living Room,https://i.pinimg.com/236x/f2/82/68/f282689fbd6bedd716fd985c3f6a68df--london-apartment-apartment-ideas.jpg,no,yes,1.0,False,1433,no,['no'],united kingdom
1752,"Living room | Molly's Cottage, Knighton",https://img.chooseacottage.co.uk/property/616/400/616798.jpg,united states,yes,1.0,False,1642,knighton,"['knighton', 'knightsen', 'chudleigh knighton', 'sisteron', 'casson', 'monteón', 'sison', 'monteleón', 'raton', 'kirknewton']",united kingdom
1851,"English country style draws inspiration from its rural surroundings. Here, 13 ideas to turn your living room into a comfy pastoral den you never want to leave. Vintage Interior, Vintage Interior Design, Country Decor, Home Decor, House Interior, French Country Living Room, English Decor, Interior Design, English Country Decor",https://i.pinimg.com/236x/1f/ac/e6/1face6af724e09d42d39f849b85c307c.jpg,no,yes,1.0,False,1734,english,"['lang', 'north english', 'langate', 'langping', 'langue', 'england', 'english corner', 'langoat', 'welsh', 'langres']",united kingdom
1859,Catnapper WembleyReclining Living Room Group,https://imageresizer.furnituredealer.net/img/remote/images.furnituredealer.net/img/products%2Fcatnapper%2Fcolor%2Fwembly%20458_458-1283-19-3083-19-group%201-b3.jpg?width=1024&height=768&scale=both&trim.threshold=50&trim.percentpadding=10,no,yes,1.0,False,1741,wembley,"['wembley', 'wembley downs', 'london', 'hammersmith and fulham', 'soccer stadium', 'buckingham', 'guildford', 'royal kensington and chelsea', 'cardiff heights', 'bournemouth']",united kingdom
1942,"Tips That Help You Get The Best Leather Sofa Deal. Leather sofas and leather couch sets are available in a diversity of colors and styles. A leather couch is the ideal way to improve a space's design and th Distressed Leather Sofa, Cognac Leather Sofa, Vintage Leather Sofa, Brown Leather, Chesterfield Sofas, Leather Chesterfield, London Living Room, Living Room Sofa, Room London",https://i.pinimg.com/236x/e5/7d/09/e57d096543a1693c4f6b3e5d0949af19--brown-leather-sofas-leather-couches.jpg,no,no,1.0,False,1816,london,"['london', 'west london', 'south london', 'new london', 'central london', 'north london', 'city of london', 'east london', 'greater london', 'inner london']",united kingdom
2013,tv in living room amusing 5 glasgow family universodasreceitas com tv in living room brilliant living room tv design decor marvelous decorating,http://t0.gstatic.com/images?q=tbn:ANd9GcTKKTCYp20Qyq1XUO90dGbeC8C2IASILYhleK2h7fierDlkC2Ap,no,yes,1.0,False,1882,glasgow,"['glasgow', 'glasgow city', 'greater glasgow', 'city of glasgow', 'new glasgow', 'town of glasgow', 'glasgow village', 'edinburgh', 'scotland', 'port glasgow']",united kingdom
2020,"Living Room of Mowson Crescent, Worrall, - Viewing Essential S35",https://lid.zoocdn.com/645/430/bd6830ef10a4a38c66455378b84ea52bc1d688e2.jpg,no,yes,1.0,False,1889,worrall,"['wörgl', 'wortel', 'wolanów', 'wolhusen', 'worben', 'worbis', 'wohlen', 'woerden', 'wolbórz', 'wöllstein']",united kingdom
2078,"Vintage English Letter Wall Stickers Vinyl Living Room Wall Decals Home Decoration DIY Wallpaper adesivo de Parede Wall Art In This House We, My House, House Wall, Future House, Pent House, Great Quotes, Quotes To Live By, Fabulous Quotes, Inspirational Quotes",https://i.pinimg.com/236x/d7/86/3e/d7863e2758d6a19cb28cb3404157003a--family-motto-family-rules.jpg,no,yes,1.0,False,1944,no,['no'],united kingdom
2363,Huge Black Tree Photo Frame Wall Art Wall stickers living room UK RUI157,https://thumbs.ebaystatic.com/images/g/Y3kAAOSwiYFXHot7/s-l225.jpg,no,yes,1.0,False,2210,united kingdom,"['uk', 'england', 'united kingdom of great britain and northern ireland', 'so uk', 'london', 'great britain', 'new britain', 'city of england', 'uki', 'scotland']",united kingdom
2492,living room firewood holder sets modern the artful woodpile 30 fabulous storage ideas view in gallery custom unit with log design blakes london,https://i0.wp.com/cdn.decoist.com/wp-content/uploads/2015/01/Custom-living-room-unit-with-log-storage.jpg?strip=all,no,no,1.0,False,2331,london,"['london', 'west london', 'south london', 'new london', 'central london', 'north london', 'city of london', 'east london', 'greater london', 'inner london']",united kingdom
2497,Highcliff Cottage living room - dog friendly cottage in Cornwall,https://www.pawfectstays.co.uk/wp-content/uploads/2016/05/305-Highcliff-Cottage-lounge-1-130214-min-400x400.jpg,no,yes,1.0,False,2336,cornwall,"['cornwall', 'town of cornwall', 'borough of cornwall', 'cornish', 'town of cornish', 'village of cornwall-on-hudson', 'gloucestershire', 'south gloucestershire', 'bristol', 'somerset']",united kingdom
2686,Amazon Bedroom Curtains Curtains Refreshing Living Room Curtains Amazon Uk Phenomenal,http://t0.gstatic.com/images?q=tbn:ANd9GcTiw5vsacFlSkPtKn5Wd7B2DIlleycQR63Wje1OCO23mEF0MpTnUQ,no,yes,1.0,False,2515,uk,"['uk', 'so uk', 'cañada', 'canada', 'london', 'england', 'scotland', 'ireland', 'west london', 'united states']",united kingdom
2956,Manchester Luxury Living Room Furniture 5,https://englanderline.com/wp-content/uploads/2021/06/side-table.jpg,no,yes,1.0,False,2770,manchester,"['manchester', 'city of manchester', 'north manchester', 'town of manchester', 'greater manchester', 'manchester center', 'borough of manchester', 'village of manchester', 'town of north manchester', 'trafford']",united kingdom
3084,Moonlight Caravan living room at Welcome Family Holiday Park,https://www.welcomefamily.co.uk/wp-content/uploads/2016/02/IMG_6154-Miami-2.jpg,no,no,1.0,False,2893,welcome family holiday park,"['loves park', 'winter park', 'kingswood park', 'village park', 'parks', 'heritage park', 'kings park', 'country park', 'grant park', 'walton park']",united kingdom
3362,"Jamie's living room - where he works when not at his studio in Crystal Palace - is packed full of an eclectic mix of framed pictures, many of his own work, the very frames creating another kind of pattern on the wall itself.",https://images.squarespace-cdn.com/content/525d486be4b085ed8fa2e44a/1392554569447-P02D5WCGDJN7K3YIVZXA/P%2BG_living+room.jpg?content-type=image%2Fjpeg,no,yes,1.0,False,3150,crystal palace,"['crystal palace', 'crystal city', 'crystal springs', 'crystal', 'albir palace', 'crystal lake', 'stonesfield', 'crystal brook', 'city of crystal springs', 'lake crystal']",united kingdom
3408,Living Room Shelving Systems bespoke shelving london bespoke bookcases and,http://tse1.mm.bing.net/th?id=OIP.Wh4fQgdRh3YtadGTLaqP6gEsDh,china,no,1.0,False,3194,london,"['london', 'west london', 'south london', 'new london', 'central london', 'north london', 'city of london', 'east london', 'greater london', 'inner london']",united kingdom
13,japanese living room furniture beautiful and american wood sofa fabric scandinavian modern japanese,http://t0.gstatic.com/images?q=tbn:ANd9GcTvRFr6OEosnH_-lcgIF-_ELnz7thv38xwlH4E36RjOjx912OiU,no,no,1.0,False,12,no,['no'],japan
366,Living Room Design Japan,https://i1.wp.com/house-interior.net/wp-content/uploads/2016/12/Japanese-interior-design-Japanese-living-room-Japanese-room-decor-Japanese-house.jpg,no,yes,1.0,False,347,japan,"['japan', 'tokyo', 'asia', 'chiná', 'china', 'hokkaido', 'osaka', 'koréa', 'tokyo prefecture', 'kyoto prefecture']",japan
1013,1SLDK Apartment to Buy in Minato-ku Living Room,https://asset.realestate.co.jp/img/store/8b/11/9d0a3015c596ba71aeb1a01afd7e1772dbb0/phpgY2xFq/_w100_h100_c.png,no,no,1.0,False,955,minato-ku,"['minato-ku', 'minato', 'minano', 'ryōtsu-minato', 'mina', 'minaçu', 'town of mina', 'minaya', 'minapasoc', 'minapan']",japan
2484,3LDK Apartment to Rent in Minato-ku Living Room,https://realestate-asset.scdn8.secure.raxcdn.com/img/store/98/d8/d3a3b9b7c440f6514aaa7647ac6999af00e3/phpc5yBem/_w100_h100_c.png,no,yes,1.0,False,2323,minato-ku,"['minato-ku', 'minato', 'minano', 'ryōtsu-minato', 'mina', 'minaçu', 'town of mina', 'minaya', 'minapasoc', 'minapan']",japan
3305,2LDK Apartment to Rent in Setagaya-ku Living Room,https://asset.realestate.co.jp/img/store/14/1c/c849ca32c5aa944df2f56140e7de165ce734/image/_w900_h600_rgbFFFFFF.jpg,no,yes,1.0,False,3098,setagaya-ku,"['kumagaya', 'kapaya', 'kuliyapitiya', 'minato-ku', 'shinjuku-ku', 'kotiya', 'kamigyō-ku', 'kuli', 'kutum', 'kutu']",japan
3341,traditional japanese living room furniture,https://thenateshow.com/wp-content/uploads/2019/12/modern-japanese-living-room-furniture.png,no,yes,1.0,False,3131,japan,"['japan', 'tokyo', 'asia', 'chiná', 'china', 'hokkaido', 'osaka', 'koréa', 'tokyo prefecture', 'kyoto prefecture']",japan
3349,Emily Henderson Living Room | Fuji Files for Camille Styles,https://i.pinimg.com/236x/4f/db/29/4fdb29998b8326b54f0040540de46e4f.jpg,france,yes,1.0,False,3139,no,['no'],japan
3968,Classical Canvas Prints The Great Wave Off Kanagawa Pixy Canvas Wall Stickers Living Room Paint Colors For Living Room Living Room Paint,https://i.pinimg.com/originals/87/97/87/87978727d31024b6b7f7e62fb412734a.jpg,no,yes,1.0,False,3715,no,['no'],japan
5243,20 Japanese Home Decoration in the Living Room,https://i.pinimg.com/236x/fd/89/7a/fd897af5690c096bb9345d72dce97d2b--japanese-design-japanese-style.jpg,no,yes,1.0,False,4911,japanese,"['japan', 'yotsukaidō', 'yenişehir', 'jataí', 'oriental', 'hokkaido', 'yengitam', 'fujiyoshida', 'kansanshi', 'yeniçağa']",japan
5678,Japanese mother and son watching family photo album in living room royalty free stock photos,https://thumbs.dreamstime.com/b/japanese-mother-son-watching-family-photo-album-living-room-japanese-mother-son-watching-family-photo-album-living-124402888.jpg,canada,no,1.0,False,5317,japan,"['japan', 'tokyo', 'asia', 'chiná', 'china', 'hokkaido', 'osaka', 'koréa', 'tokyo prefecture', 'kyoto prefecture']",japan
5830,"Japanese woman in the living room, wondering what show to watch next.",https://japaninsider.com/wp-content/uploads/2020/04/woman-in-the-livingroom-230x130.jpg,no,no,1.0,False,5459,no,['no'],japan
5833,japanese style home decor living room modern japanese furniture mangli home decor and,http://t0.gstatic.com/images?q=tbn:ANd9GcRIzlILagvGJOA0pNfpZRic9M9qEuUVZkM97DWdgtcEVK77RIBz,no,yes,1.0,False,5461,no,['no'],japan
7370,Japanese Style Interior Design by Ideas Excellent Living Room Schemes Japanese Style Living Room,http://t0.gstatic.com/images?q=tbn:ANd9GcQ99YXMHU8fvP5fCYx_uqzKPiY-12BVmWxoW5SQyGH4EEe-D6kr,china,yes,1.0,False,6909,no,['no'],japan
7614,Japanese Living Room By Fakhri Aulia.deviantart.com On @deviantART,https://i.pinimg.com/originals/c9/b7/98/c9b798e6b0a87fbf695ae9858f5ca2cb.jpg,no,yes,1.0,False,7137,no,['no'],japan
8054,Japanese man relaxing on the sofa. Middle-aged Japanese man relaxing on red sofa in the living room stock photos,https://thumbs.dreamstime.com/b/middle-aged-japanese-man-relaxing-red-sofa-living-room-japanese-man-relaxing-sofa-105559073.jpg,no,yes,1.0,False,7556,no,['no'],japan
