id,text,url,llama,svm_1,id_new,gemini-flash_faiss_loc,gemini-flash_faiss,gemini-flash_faiss_country
244,"The Lodges at Deer Valley #2306 - Park City, Utah",https://d3glb5zioac6h9.cloudfront.net/uploads/sources/146232/detail/IMG_2019.JPG?1477697624,utah,1.0,228,"park city, utah","['park city', 'city of park city', 'utah', 'salt lake city', 'garden city park', 'brigham city', 'salt lake city, ut metro area', 'city of lake park', 'utah county', 'lake park']",united states
245,"Stock Photo of barn, tree and view of the appalachians in the shenandoah valley, virginia.",http://d1hw6n3yxknhky.cloudfront.net/026753173_iconv.jpeg,united states,1.0,229,virginia,"['virgínia', 'virginia', 'virginias', 'west virginia', 'northern virginia', 'la virginia', 'city of virginia', 'virginia beach', 'southwest virginia', 'virginia water']",united states
265,"A spring storm hovers over harvested wheat fields in the Gallatin Valley, near Bozeman, Montana.  The Horseshoe Hills and Big Belt Mountains rise in the background.",https://m.psecn.photoshelter.com/img-get2/I0000ULdbA3fb3_E/fill=200x200/fit=/I0000ULdbA3fb3_E.jpg,montana,1.0,249,gallatin valley,"['maple valley', 'valley', 'golden valley', 'pine valley', 'the valley', 'prescott valley', 'bardwell valley', 'sandy valley', 'grass valley', 'water valley']",united states
282,Yosemite Valley - May 2010,http://photos.smugmug.com/Travel/Eastern-Sierras-Yosemite-May/i-q2gCvXd/0/Ti/IMG_1072%20-%20Version%202-Ti.jpg,united states,1.0,263,yosemite valley,"['yosemite valley', 'yosemite lakes', 'valley', 'the valley', 'north valley', 'apple valley', 'mead valley', ""george's valley"", 'mill valley', 'west valley']",united states
285,Pacifica Island Art - Santa Ynez Valley Wineries - Central Coast AVA Vineyards - California Wine Country Art by Kerne Erickson - Master Art Print - 13in x (Estate Vineyard Cabernet),https://images-na.ssl-images-amazon.com/images/I/51ezGpQQ9KL.jpg,california,1.0,266,california,"['califórnia', 'california', 'la california', 'southern california', 'cali', 'new california', 'california city', 'califon', 'los ángeles', 'los angeles']",united states
298,"The Colorful Red, Yellow And White Banded Rock Formations Along The Fire Wave Trail In The Valley Of",https://static2.bigstockphoto.com/9/2/3/large2/329714824.jpg,united states,1.0,279,the valley of,"['the valley', 'valley', 'city of valley', 'water valley', 'new valley', 'valley of peace', 'middle valley', 'river valley', 'long valley', 'fortitude valley']",united states
320,"Stock photo. Caption: Spring storm over Snake River Range   and grainfields on Antelope Flat Snake River Valley Rocky Mountains,  Idaho -- Keywords: mountain landscape landscapes scenic scenics rivers views view vista vistas evolution patience western west rockies cloudy clouds dramatic light green grain fields waves stormy snowfall fresh simple pastoral agriculture crop crops ranges",http://www.larryulrich.com/images/412ie017s1.thumb.jpg,idaho,1.0,297,idaho,"['idaho', 'idaho county', 'boise', 'idaho springs', 'idaho falls', 'boise city', 'boise county', 'oregon', 'nevada', 'north dakota']",united states
327,Landscape Weekender Tote Bag featuring the photograph Tennessee Valley by Todd Blanchard,https://render.fineartamerica.com/images/rendered/default/flat/weekender-tote-bag/images-medium-5/tennessee-valley-todd-a-blanchard.jpg?&targetx=-369&targety=0%E2%84%91width=1518%E2%84%91height=506&modelwidth=779&modelheight=506&backgroundcolor=E2E8ED%E2%88%A8ientation=0%E2%88%8Fucttype=totebagweekender-24-16-white,united states,1.0,304,tennessee valley,"['tennessee', 'chattanooga valley', 'middle tennessee', 'tennessee ridge', 'valley', 'knoxville, tn metro area', 'south valley', 'the valley', 'greeneville, tn micro area', 'north valley']",united states
329,Hood River Valley in Bloom by Jon Ares,https://images.fineartamerica.com/images/artworkimages/mediumlarge/1/hood-river-valley-in-bloom-jon-ares.jpg,no,1.0,306,hood river valley,"['hood river', 'city of hood river', 'hood river, or micro area', 'hood river county', 'river valley', 'cascade valley', 'river hills', 'hood county', 'valley hill', 'valley']",united states
330,Morning In Napa Valley Canvas Print by Barbara Anna Knauf,https://render.fineartamerica.com/images/rendered/search/canvas-print/mirror/break/images/artworkimages/medium/1/morning-in-napa-valley-barbara-anna-knauf-canvas-print.jpg,no,1.0,307,napa valley,"['valley', 'bega valley', 'north valley', 'the valley', 'holiday valley', 'paradise valley', 'sun valley', 'pleasant valley', 'new valley', 'leona valley']",united states
335,"Driving into Death Valley National Park from Lone Pine, CA, USA. Eastern Sierras. Inyo County, CA, USA",https://photos.smugmug.com/All-Photos/Death-Valley-National-Park-201/Day-1/i-kRPdSm9/0/S/IMG_6792-S.jpg,united states,1.0,311,death valley national park,"['valley park', 'city of valley park', 'national park', 'green valley', 'mountain lodge park', 'valley', 'north valley', 'the valley', 'new valley', 'rock valley']",united states
346,"Panorama across Death Valley from Dante's View, Inyo County, 1935","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bxt40/full/!200,200/0/default.jpg",united states,1.0,322,inyo county,"['inyo county', 'outagamie county', 'bomi county', 'yolo county', 'upson county', 'pulaski county', 'iosco county', 'wasco county', 'oyo state', 'wyoming county']",united states
354,Monument Valley,https://www.ardenneweb.eu/sites/default/files/styles/carre/public/RobertMARY/64496e9ba468e2eb81eb6683693871cf_3.JPG?itok=0EIuFWTu,united states,1.0,330,no,['no'],united states
356,Tassajara Hills is a luxury new home community tucked in the rolling hills of the Tri-Valley area.,https://cdn.tollbrothers.com/communities/12914/images/Panorama_2-Schaefer-Ranch-View_Ret_920.jpg,united states,1.0,332,no,['no'],united states
21,Bears In the Valley of Geysers,https://englishrussia.com/images/112012/bearsgeysers/bearsgeysers001-13.jpg,russia,1.0,21,valley of geysers,"['the valley', 'valley', 'water valley', 'river valley', 'valley stream', 'meander valley', 'north valley', 'north valley stream', 'village of valley stream', 'city of valley']",russia
3093,"Sunset over in the Valley of the Seven Lakes, Altai Republic, Russia.  Stock Footage",https://images.pond5.com/sunset-over-valley-seven-lakes-footage-077486520_iconl.jpeg,russia,1.0,2865,russia,"['european russia', 'moscow', 'siberia', 'ukraine', 'chiná', 'china', 'russian federation', 'japan', 'brasil', 'koréa']",russia
4869,Tents in the in Caucasus valley Royalty Free Stock Images,https://thumbs.dreamstime.com/t/tents-caucasus-valley-night-camping-near-shkhara-georgia-46195529.jpg,russia,1.0,4514,caucasus valley,"['north caucasus', 'tbilisi', 'the valley', 'oro valley', 'valley', 'siberia', 'west azerbaijan province', 'town of russia', 'east azerbaijan province', 'tatarstan']",russia
7315,A widescreen panorama: The SkyBridges is built across the Krasnaya Polyana valley in south-western Russia,https://i1.wp.com/i.dailymail.co.uk/i/pix/2014/10/01/1412161453782_wps_39_Pic_shows_The_world_s_lon.jpg,russia,1.0,6791,russia,"['european russia', 'moscow', 'siberia', 'ukraine', 'chiná', 'china', 'russian federation', 'japan', 'brasil', 'koréa']",russia
8651,"Misty Valley.  River Chusovaia, Ural Mountains, Russia. TimeLapse Stock Footage",https://images.pond5.com/misty-valley-river-chusovaia-ural-footage-024420046_iconm.jpeg,russia,1.0,8036,russia,"['european russia', 'moscow', 'siberia', 'ukraine', 'chiná', 'china', 'russian federation', 'japan', 'brasil', 'koréa']",russia
10121,"Sunset over in the Valley of the Seven Lakes, Altai Republic, Russia. Full HD Stock Footage",https://images.pond5.com/sunset-over-valley-seven-lakes-footage-073714463_iconm.jpeg,russia,1.0,9407,altai republic,"['altai', 'altadena', 'altãnia', 'altaneira', 'city of alta', 'altagracia', 'alta', 'älta', 'altata', 'alta italia']",russia
11724,Eruption Bolshoy Big Geyser in Valley of Geysers. Kronotsky Nature Reserve on Kamchatka Peninsula.,https://static2.bigstockphoto.com/8/5/1/large2/158710604.jpg,russia,1.0,10912,kamchatka peninsula,"['kamionka', 'kameoka', 'kamyanka-dniprovska raion', 'kamienka', 'kamyanske', 'kampong bay', 'kambarka', 'kamonokaha', 'kamyanka', 'kamifukuoka']",russia
12674,Valley of Geysers  Stock Footage,https://d3thflcq1yqzn0.cloudfront.net/000564880_iconm.jpeg,russia,1.0,11802,valley of geysers,"['the valley', 'valley', 'water valley', 'river valley', 'valley stream', 'meander valley', 'north valley', 'north valley stream', 'village of valley stream', 'city of valley']",russia
15283,Mountain Valley With Mosses And Rocks Covered With Lichens. Cloudy Sky Before Storm.  Khibiny Mounta,https://static1.bigstockphoto.com/5/3/1/large2/135290099.jpg,russia,1.0,14238,khibiny mounta,"['krua', 'khok kruat', 'kalba', 'khok krabue', 'khelyulya', 'kharaundhi', 'kabinda', 'krikoréa i', 'khok khruea', 'amphoe kabin buri']",russia
20436,River Valley in South Yakutia Chulman Stock Photos,https://thumbs.dreamstime.com/t/river-valley-south-yakutia-chulman-autumn-32372983.jpg,russia,1.0,19051,chulman,"['chusovoy', 'chumatlán', 'chuka', 'churah', 'chuí', 'chui', 'chumnik', 'chumi', 'chumphon', 'chumukedima']",russia
20663,"Bolshoy (large) Geyser erupting in Valley of Geysers, Kamchatka, Russia",https://t4.ftcdn.net/jpg/01/21/78/59/240_F_121785938_GTVJp5R3ptCemlgJdjgYuvOcylOWMlcS.jpg,russia,1.0,19267,russia,"['european russia', 'moscow', 'siberia', 'ukraine', 'chiná', 'china', 'russian federation', 'japan', 'brasil', 'koréa']",russia
22576,"The Valley of Geysers colors, Kamchatka, Russia photo 1",https://russiatrek.org/blog/wp-content/uploads/2013/02/valley-of-geysers-colors-kamchatka-russia-1-small.jpg,russia,1.0,21073,russia,"['european russia', 'moscow', 'siberia', 'ukraine', 'chiná', 'china', 'russian federation', 'japan', 'brasil', 'koréa']",russia
22593,"The Horses Grazing In The Valley Of River Akem On Backgroind Of Mountain Belukha. Altai Mountains, R",https://static1.bigstockphoto.com/7/6/3/large2/367276993.jpg,russia,1.0,21088,altai mountains,"['altai', 'city of alta', 'altadena', 'altagracia', 'altãnia', 'alta', 'älta', 'altamont', 'altata', 'town of terra alta']",russia
22681,"Panorama Of A Mountain Road, Serpentine Descending Down A Forested Slope To The Valley Of The Mzymta River Among The Caucasus Mountains On A Cloudy Summer Day  Russia, Caucasus, Sochi, Summer, Mountai",https://as2.ftcdn.net/jpg/04/56/81/17/220_F_456811796_POzhBFIZO4Ybwp8AMVvbvJaOBC4TBjOD.jpg,russia,1.0,21172,russia,"['european russia', 'moscow', 'siberia', 'ukraine', 'chiná', 'china', 'russian federation', 'japan', 'brasil', 'koréa']",russia
26505,Archangel Valley Shower Curtain,https://render.fineartamerica.com/images/rendered/small/shower-curtain/images-medium/archangel-valley-doug-lloyd.jpg?transparent=0&targetx=-220&targety=0&imagewidth=1228&imageheight=819&modelwidth=787&modelheight=819&backgroundcolor=829957&orientation=0&producttype=showercurtain,no,1.0,24731,archangel valley,"['avra valley', 'valley', 'the valley', 'paradise valley', 'anna valley', 'aro valley', 'sky valley', 'cool valley', 'valley east', 'sun valley']",russia
26550,Caucasus mountains Eltyubyu Chegem valley North Caucasus 1,https://northcaucasusland.files.wordpress.com/2014/04/caucasus-mountains-eltyubyu-chegem-valley-north-caucasus-1.jpg?w=599&h=345,russia,1.0,24773,north caucasus,"['north caucasus', 'north kazakhstan', 'tbilisi', 'siberia', 'european russia', 'north aegean', 'turkistan', 'eastern anatolia region', 'tatarstan', 'east azerbaijan province']",russia
26704,"Mountain mirror crystal clear lake. Valley of 7 lakes. Altai Mountains, Russia. Mountain mirror crystal clear lake. Valley of 7 lakes. Altai Mountains royalty free stock photo",https://thumbs.dreamstime.com/b/mountain-mirror-crystal-clear-lake-valley-lakes-altai-mountains-russia-144136925.jpg,russia,1.0,24915,russia,"['european russia', 'moscow', 'siberia', 'ukraine', 'chiná', 'china', 'russian federation', 'japan', 'brasil', 'koréa']",russia
28091,"Panoramic view of autumnal forest valley in mountain Altay, Russia",https://image.shutterstock.com/image-photo/panoramic-view-autumnal-forest-valley-260nw-1259345764.jpg,russia,1.0,26208,russia,"['european russia', 'moscow', 'siberia', 'ukraine', 'chiná', 'china', 'russian federation', 'japan', 'brasil', 'koréa']",russia
28733,View from above. Elderly man is looking from a hill on the small town situated in a valley . Khadyzhensk. Krasonodar Territory. Russia Royalty Free Stock Photography,https://thumbs.dreamstime.com/t/view-above-5453707.jpg,russia,1.0,26815,russia,"['european russia', 'moscow', 'siberia', 'ukraine', 'chiná', 'china', 'russian federation', 'japan', 'brasil', 'koréa']",russia
34840,Valley of Geysers thumbnail,https://th-thumbnailer.cdn-si-edu.com/U3ODMdr4kX4f9IXSsmf-69WHcSQ=/fit-in/600x0/https://tf-cmsv2-photocontest-smithsonianmag-prod-approved.s3.amazonaws.com/6e057887-3e2a-4192-819d-26af51707981.jpg,russia,1.0,32526,valley of geysers,"['the valley', 'valley', 'water valley', 'river valley', 'valley stream', 'meander valley', 'north valley', 'north valley stream', 'village of valley stream', 'city of valley']",russia
39067,"RU-5975418 - Arrived: 2017.10.05   ----    The volcanoes of Kamchatka are a large group of volcanoes situated on the Kamchatka Peninsula. The Kamchatka River and the surrounding central side valley are flanked by large volcanic belts containing around 160 volcanoes, 29 of them still active. The peninsula has a high density of volcanoes and associated volcanic phenomena, with 29 active volcanoes being included in the six UNESCO World Heritage List sites in the Volcanoes of Kamchatka group.",https://i.pinimg.com/736x/4f/55/64/4f55649c0834a75296900c89442b8233.jpg,russia,1.0,36474,kamchatka peninsula,"['kamionka', 'kameoka', 'kamyanka-dniprovska raion', 'kamienka', 'kamyanske', 'kampong bay', 'kambarka', 'kamonokaha', 'kamyanka', 'kamifukuoka']",russia
39118,Sunset on the Putorana plateau in Siberia in summer with a view of the river valley,https://image.shutterstock.com/image-photo/stock-photo-sunset-on-the-putorana-plateau-in-siberia-in-summer-with-a-view-of-the-river-valley-250nw-1708102864.jpg,russia,1.0,36521,siberia,"['siberia', 'moscow', 'european russia', 'alaska', 'north kazakhstan', 'mongolia', 'north caucasus', 'town of russia', 'petersburg', 'asia']",russia
39290,Keuken foto achterwand Pistache Wide valley among the rocky peaks. Alpine meadows in the Caucasus Mountains. Flowers of all colors and grasses. Beautiful blue sky and clouds. Mountain tourism.,https://as2.ftcdn.net/jpg/02/11/31/29/500_F_211312995_ROi4lIFM6mOAW3Je7OgQMwwZkpYbPxyg.jpg,georgia,1.0,36682,caucasus mountains,"['north caucasus', 'tbilisi', 'mountain', 'siberia', 'tatarstan', 'west azerbaijan province', 'east azerbaijan province', 'eastern anatolia region', 'bilgola plateau', 'oriental region']",russia
40756,"View of the valley of Altai river Chulyshman from the slope of mount. Siberia, Russia",https://thumb9.shutterstock.com/image-photo/stock-photo-view-of-the-valley-of-altai-river-chulyshman-from-the-slope-of-mount-siberia-russia-450w-475860346.jpg,russia,1.0,38030,"siberia, russia","['siberia', 'european russia', 'moscow', 'town of russia', 'north kazakhstan', 'moscow oblast', 'petersburg', 'alaska', 'leningrad oblast', 'north caucasus']",russia
42481,Buddhist stupa in the Tunkinsky valley against the  Sayan mountains Stock Photos,https://thumbs.dreamstime.com/t/buddhist-stupa-tunkinsky-valley-against-sayan-mountains-background-buryatia-siberia-85428453.jpg,russia,1.0,39640,tunkinsky valley,"['north valley', 'tunkhannock', 'lenah valley', 'sharlyksky district', 'tashlinsky district', 'ostankinsky district', 'lemmon valley', 'novomalyklinsky district', 'pine valley', 'borough of tunkhannock']",russia
33,Okanagan Valley Greeting Cards - Summer Skies at Skaha Greeting Card by Tara Turner,http://render.fineartamerica.com/images/rendered/medium/greeting-card/images/artworkimages/medium/1/summer-skies-at-skaha-tara-turner.jpg,canada,1.0,33,okanagan valley,"['okanagan falls', 'okanagan', 'regional district of central okanagan', 'city of okanogan', 'north okkalapa', 'okāra district', 'okanogan county', 'city of okolona', 'village of okawville', 'south okkalapa']",canada
156,"Okanagan Air Services first Bell 47B-3, CF-FZX, piloted by Carl Agar, lifts off to spray insect-infected forests in the Windermere Valley in the East Kootenays. This operation, among others in 1948, helped prove the value of helicopters. B.C. Ministry of Forests Photo",https://assets.verticalmag.com/wp-content/uploads/2017/02/Spray-program-1948-CF-FZX161-resized-1024x553.jpg,canada,1.0,147,east kootenays,"['konayo', 'krang snay', 'montenay', 'krasnaye', 'tournay', 'latnaya', 'saguenay', 'krinichnaya', 'stenay', 'kobylnica']",canada
403,Killarney Valley & National Park Tour,https://media.tacdn.com/media/attractions-splice-spp-674x446/07/87/2d/79.jpg,united kingdom,1.0,377,killarney valley,"['killarney', 'killarney heights', 'killarney vale', 'searles valley', 'lemmon valley', 'ballards  valley', 'columbine valley', 'valley hill', 'bardwell valley', 'kearney park']",canada
1208,Scenic View of Sail Peaks and Stewart Valley on Baffin Island Photographic Print by John Dunn,http://cache2.allpostersimages.com/p/MED/38/3868/Y18JF00Z/posters/john-dunn-scenic-view-of-sail-peaks-and-stewart-valley-on-baffin-island.jpg,canada,1.0,1131,baffin island,"['island', 'boracay island', 'blue island', 'pine island', 'garden island', 'king island', 'island park', 'holiday island', 'south island', 'marco island']",canada
1301,"BAFFIN ISLAND, Canada, Climbers on huge ledge, Great Sail Peak, above frozen lake in Stewart Valley.",https://m.psecn.photoshelter.com/img-get2/I0000WaXQL2itWUY/fill=200x200/fit=/I0000WaXQL2itWUY.jpg,canada,1.0,1214,canada,"['canada', 'cañada', 'canadian', 'la cañada', 'america', 'vancouver', 'ontario', 'united states', 'uk', 'toronto']",canada
1516,Cycling the Kettle Valley Railway,"https://images-na.ssl-images-amazon.com/images/I/514j7RFWdZL.__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg",canada,1.0,1413,no,['no'],canada
1642,Photo 60: 1400 MALAHAT DRIVE in COURTENAY: CV Courtenay East House for sale (Comox Valley)  : MLS®# 782164,https://mrp-listings.myrealpage.com/fit-in/320x0/filters:quality(80)/8/7/7/73909778/7d0eb7f6967e5caf98324500aa591725.jpeg,canada,1.0,1528,courtenay,"['courtenay', 'sutton courtenay', 'fontenay', 'grenay', 'corbenay', 'courgenay', 'châtenay-malabry', 'verzenay', 'fontenay-lès-briis', 'châtenay-sur-seine']",canada
1760,Sunrise In Bow River Valley royalty free stock images,https://thumbs.dreamstime.com/b/sunrise-bow-river-valley-gorgeous-morning-alberta-sense-vastness-scale-particular-location-was-151612509.jpg,canada,1.0,1636,bow river valley,"['river valley', 'town of bow', 'hunt valley', 'valley', 'water valley', 'deer valley', 'valley stream', 'the valley', 'hunter valley', 'bow island']",canada
2329,"Cowichan River Park, Cowichan Valley, Vancouver Island, British Columbia, Canada",https://i.pinimg.com/236x/7a/6f/3f/7a6f3f66d9b7f2c482a297f11d5ba5eb--river-park-travel-information.jpg,canada,1.0,2161,canada,"['canada', 'cañada', 'canadian', 'la cañada', 'america', 'vancouver', 'ontario', 'united states', 'uk', 'toronto']",canada
2433,Adam Photograph - Moraine Lake And The Valley Of The Ten by Peter Adams,https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/moraine-lake-and-the-valley-of-the-ten-peter-adams.jpg,canada,1.0,2259,no,['no'],canada
2627,Moon Lit Churchill River Valley Panorama,https://pro2-bar-s3-cdn-cf.myportfolio.com/2b74be6172415cc6954ac960bcb3dc9f/b661e0bf-8dae-48c7-b6f2-577d7da12d6c_rw_1920.jpg?h=9826fc8954b4d56aaa9cc6a2c58e940c,canada,1.0,2437,churchill river valley,"['river valley', 'water valley', 'campbell river', 'borough of churchill', 'city of water valley', 'clyde river', 'valley', 'sundays river valley', 'river hills', 'valley stream']",canada
3204,Panorama of Athabasca Valley. The Lakes on left.,https://stevensong978.files.wordpress.com/2013/05/p5180904-07.jpg?w=614&h=208,canada,1.0,2965,athabasca valley,"['athabasca', 'the valley', 'valley', 'atliaca', 'avra valley', 'south valley', 'atzacan', 'atlacahualoya', 'jurupa valley', 'atsinanana region']",canada
3260,1-Toggle 1-Rocker/GFCI Combination Wall Plate Cover - Maligne Lake Glacier Wake Mountain - Valley Bow Parkway,https://images-na.ssl-images-amazon.com/images/I/51BnMxEwOuL.jpg,canada,1.0,3016,maligne lake,"['cottage lake', 'sand lake', 'lake lorraine', 'saranac lake', 'lady lake', 'crystal lake', 'lake montezuma', 'sun lakes', 'sunrise lake', 'camp lake']",canada
3262,Gravel rollers heading toward Pretty River Valley - great scenic look out point,https://images.squarespace-cdn.com/content/v1/5227df7be4b001e9ac027089/1414533394081-BLION5W0FW86TYKJ2PCK/ke17ZwdGBToddI8pDm48kBUDAxm-FLUF-OJf9moK1kV7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UT_TXfTUFcrrnRvtinoH4JYxq5g0UB9t65pVePltZrd1IKYY7Qu0iTZQJ-GJ4dsqLQ/image-asset.jpeg,canada,1.0,3018,pretty river valley,"['river valley', 'water valley', 'valley', 'valley stream', 'the valley', 'pleasant valley', 'river hills', 'village of valley stream', 'green valley', 'sundays river valley']",canada
3356,"Highlight for Album: Pemberton Valley Photos, British Columbia Stock Photos",http://www.photoscanada.com/gallery/albums/pemberton_valley_british_columbia/pemberton.highlight.jpg,canada,1.0,3105,british columbia,"['british columbia', 'columbia', 'west columbia', 'city of columbia', 'columbia city', 'new columbia', 'town of columbia', 'borough of columbia', 'vancouver', 'city of west columbia']",canada
4173,autumn colours Margaree Valley,https://media-cdn.tripadvisor.com/media/photo-l/0f/04/78/f9/autumn-colours-margaree.jpg,canada,1.0,3870,margaree valley,"['columbine valley', 'valley', 'south valley', 'middle valley', 'the valley', 'mill valley', 'palm valley', 'town of columbine valley', 'lemmon valley', 'deer valley']",canada
4300,Stanley Glacier Valley in Kootenay National Park royalty free stock photography,https://thumbs.dreamstime.com/b/stanley-glacier-valley-kootenay-national-park-trail-bc-canada-54873027.jpg,canada,1.0,3987,kootenay national park,"['kosciuszko national park', 'national park', 'keuka park', 'kurralta park', 'borough of national park', 'kiveton park', 'kobylnica', 'palisades park', 'koontz lake', 'suffolk park']",canada
4640,Drumheller Valley Photograph,http://images.fineartamerica.com/images-medium-large/drumheller-valley-jim-justinick.jpg,canada,1.0,4301,drumheller valley,"['shell valley', 'rock valley', 'valley', 'the valley', 'sandy valley', 'carroll valley', 'valley hill', 'new valley', 'grain valley', 'simi valley']",canada
4854,Songdove Books - Valley View from Myra Canyon,https://i1.wp.com/songdove.fa-ct.com/wordpress-mu/songdovemusings/files/2014/10/IMG-20120806-00100.jpg?fit=350%2C262&ssl=1,united states,1.0,4500,myra canyon,"['canyon', 'american canyon', 'gold canyon', 'grand canyon', 'canyon country', 'copper canyon', 'canyon rim', 'ransom canyon', 'mission canyon', 'black canyon city']",canada
4943,"Moraine Lake, Valley of Ten Peaks",http://wayback.archive-it.org/2217/20101118045905im_/http://www.abheritage.ca/stvincent-stpaul/images/database_images/album1b_postcard_07_det.jpg,canada,1.0,4581,moraine lake,"['mountain lake', 'lakenheath', 'twin lake', 'beech mountain lakes', 'lake in the hills', 'orchard lake', 'lake marcel-stillwater', 'lake ridge', 'north salt lake', 'lake shore']",canada
5052,"Banff Alberta, Bow Valley Parkway, Things to See in Alberta, Beautiful Places in Alberta, Places to visit in Banff, Hiking Trails Alberta,",https://daytripsontario.files.wordpress.com/2017/04/img_8404-copy.jpg?w=878,canada,1.0,4680,banff alberta,"['alberta', 'banff', 'calgary', 'saskatchewan', 'edmonton', 'banissa', 'bánica', 'fraser coast', 'banie', 'city of edmonton']",canada
5249,"Canada, Banff National Park, Valley of the Ten Peaks, Moraine Lake by Jamie & Judy Wild",https://imgc.allpostersimages.com/img/posters/jamie-judy-wild-canada-banff-national-park-valley-of-the-ten-peaks-moraine-lake_u-L-PYOSWP0.jpg?src=gp&w=300&h=375,canada,1.0,4865,canada,"['canada', 'cañada', 'canadian', 'la cañada', 'america', 'vancouver', 'ontario', 'united states', 'uk', 'toronto']",canada
